"duration","age","town_size","gender","edu","pre_emotion_good","pre_emotion_happy","pre_emotion_tired","pre_emotion_tense","attitude_government","ideology","interest","attention_check","post_emotion_good","post_emotion_happy","post_emotion_tired","post_emotion_tense","panas_1","panas_2","panas_3","panas_4","panas_5","panas_6","panas_7","panas_8","panas_9","panas_10","ft_inparty_supporter","ft_outparty_supporter","ft_govern_sup","ft_govern_opp","ft_inparty","ft_outparty","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_nationalist","ft_neonazi","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","condition","pids_1","pids_2","pids_3","pids_4","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3R","trait_4R","trait_5R","trait_6"
14.1666666666667,23,3,1,4,3,1,6,1,"opponent",10,1,2,4,1,6,1,4,1,1,1,1,4,4,4,4,4,100,0,100,0,100,0,0,51,1,0,0,0,1,4,1,3,1,1,5,"HappyQ",1,1,1,1,4,4,4,4,1,1,1,4,4,4,4,4,4
13.5833333333333,42,1,2,6,6,6,6,5,"opponent",3,2,2,6,6,6,6,5,5,4,3,2,5,4,5,4,6,87,50,50,53,81,8,51,50,12,25,35,1,1,4,1,4,1,1,3,"Control",4,3,4,1,1,2,4,4,6,6,6,3,4,4,5,4,4
11.3666666666667,41,2,1,3,6,5,2,4,"opponent",5,1,2,6,5,2,4,3,4,5,4,3,5,4,5,4,4,1,2,2,2,2,3,4,3,3,3,2,2,3,3,3,4,4,3,5,"HappyP",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7.01666666666667,34,1,2,6,4,4,4,4,"supporter",6,5,2,4,4,5,5,5,5,4,4,4,4,4,4,4,4,78,4,84,10,75,7,27,75,14,29,56,0,3,3,3,3,3,3,1,"HappyW",4,4,4,4,4,4,5,5,4,4,4,4,5,4,4,4,4
13.0666666666667,55,1,1,4,3,1,3,2,"opponent",0,5,2,2,1,3,6,5,6,5,2,2,7,5,3,2,7,81,1,2,99,97,13,81,64,0,63,3,0,2,2,2,2,2,1,1,"HappyW",7,7,7,7,2,2,2,3,5,6,4,2,5,1,1,3,2
11.55,35,4,2,6,2,1,2,1,"opponent",0,5,2,2,1,2,1,1,1,4,1,4,4,4,3,2,4,92,1,0,99,63,1,98,2,68,65,1,1,4,3,1,1,4,1,1,"HappyW",7,7,7,1,1,1,1,1,1,1,1,1,1,7,7,7,1
19.7666666666667,27,1,1,6,7,4,5,5,"opponent",0,6,2,7,5,6,4,5,5,6,4,5,4,4,5,4,5,100,0,0,100,100,0,100,0,72,0,0,0,1,3,1,1,1,1,1,"HappyP",7,7,7,7,1,1,1,1,1,1,1,1,1,7,6,6,1
15.1333333333333,60,5,2,6,7,6,7,7,"opponent",1,7,2,7,7,7,7,5,7,4,4,4,7,6,4,4,6,68,1,1,67,99,1,75,21,71,98,1,1,2,1,1,1,4,1,1,"HappyQ",4,5,4,3,6,6,6,6,4,5,4,2,2,6,6,2,6
34.5166666666667,60,1,2,6,6,4,5,6,"opponent",0,3,2,6,4,5,6,4,5,4,1,1,5,4,4,4,6,87,1,2,98,91,1,76,7,32,51,1,1,4,4,3,1,4,1,5,"HappyW",7,7,7,1,1,1,1,1,4,4,4,1,1,7,7,7,1
8.86666666666667,30,1,1,6,1,7,1,4,"opponent",4,4,2,6,7,1,3,5,6,1,1,1,3,1,4,1,6,84,50,50,50,66,23,52,50,0,50,51,12,4,5,1,1,3,1,1,"HappyP",1,1,1,1,4,4,4,1,7,7,7,4,4,7,4,4,4
6.25,39,3,1,3,7,7,7,7,"supporter",10,6,2,7,7,7,7,7,7,6,7,6,7,7,7,7,6,58,40,53,52,78,53,43,65,73,52,58,60,4,3,2,3,3,1,3,"HappyW",5,5,5,5,4,4,4,4,4,6,4,6,5,3,3,3,5
