"duration","age","gender","race","edu","pre_emotion_good","pre_emotion_happy","pre_emotion_tired","pre_emotion_tense","pids_1","pids_2","pids_3","pids_4","ideology","interest","attention_check","post_emotion_good","post_emotion_happy","post_emotion_tired","post_emotion_tense","panas_1","panas_2","panas_3","panas_4","panas_5","panas_6","panas_7","panas_8","panas_9","panas_10","ft_rep_sup","ft_dem_sup","ft_rep","ft_dem","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_neonazi","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3","trait_4R","trait_5R","trait_6R","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","partisanship","condition"
1652,68,0,6,7,6,6,5,7,5,4,5,2,6,2,2,7,7,6,6,7,6,6,6,7,6,7,7,7,7,60,45,72,21,36,78,74,21,0,6,5,5,5,5,5,4,6,4,6,3,4,2,3,2,1,1,1,1,1,"Republican","HappyW"
1610,68,1,4,5,6,4,6,6,4,4,5,2,5,4,2,5,6,6,5,5,5,5,5,5,5,5,5,5,5,35,55,30,55,55,51,65,54,60,4,3,4,2,6,6,5,6,4,3,7,6,5,4,1,3,1,3,3,1,"Democrat","HappyP"
1556,61,0,6,4,6,6,5,6,6,3,5,4,3,5,2,6,6,5,6,5,6,5,2,4,6,4,5,2,6,40,65,40,65,35,60,40,60,0,5,5,5,5,6,6,6,6,4,5,3,5,2,4,1,1,1,2,2,3,"Democrat","Control"
1814,77,0,6,4,7,7,7,7,6,6,4,2,9,4,2,7,7,7,7,4,4,4,1,4,4,4,4,4,5,85,10,85,10,34,85,90,51,0,3,3,4,5,3,3,3,3,2,4,3,4,4,3,2,3,3,3,3,1,"Republican","HappyQ"
5984,63,0,6,7,7,7,4,7,5,5,4,5,8,2,2,7,7,5,7,4,6,3,3,5,6,5,6,3,5,51,32,36,9,27,51,45,10,0,5,5,5,5,4,4,5,4,2,4,5,4,3,3,4,2,2,1,2,1,"Republican","HappyQ"
560,82,0,6,6,7,6,7,7,7,7,6,3,4,7,2,7,6,7,7,6,6,6,4,5,7,7,6,6,7,0,90,0,100,100,25,100,100,0,7,6,5,5,2,5,2,6,3,6,6,5,4,1,1,1,1,1,1,2,"Democrat","HappyQ"
291,61,1,6,3,4,5,1,5,5,4,4,3,3,5,2,4,4,1,4,4,7,6,3,4,3,1,3,4,6,28,79,8,75,66,11,11,72,3,3,5,4,5,6,6,6,5,3,4,6,5,3,3,2,1,1,2,1,3,"Democrat","HappyW"
426,56,0,6,3,7,7,1,6,7,7,7,7,10,7,2,7,7,7,7,7,7,7,4,7,7,4,7,7,7,100,0,100,0,0,100,0,52,0,1,1,3,1,5,6,6,4,1,3,7,4,4,4,1,3,1,1,3,1,"Republican","HappyP"
557,64,0,6,3,5,5,3,4,3,3,3,3,4,4,2,5,5,3,5,5,6,6,5,5,5,4,4,6,5,40,44,42,43,57,57,28,45,4,3,3,3,5,6,6,6,5,5,5,4,5,4,4,4,4,4,4,4,1,"Republican","Control"
456,19,1,6,5,4,1,1,2,4,4,4,5,8,4,2,4,1,2,2,4,4,3,2,4,5,6,6,3,5,70,1,81,22,20,52,71,61,0,2,2,3,3,4,5,5,3,4,3,4,2,2,4,4,4,3,4,3,1,"Republican","HappyQ"
356,22,1,3,6,6,6,5,6,5,6,4,4,3,5,2,5,6,5,6,5,5,5,5,4,5,4,4,3,6,20,82,8,84,83,24,72,83,0,4,4,4,4,5,5,5,4,2,3,6,4,5,3,1,1,1,2,1,1,"Democrat","HappyW"
320,20,1,3,5,6,6,5,7,6,6,7,5,5,5,2,6,6,5,6,6,7,6,6,5,6,6,7,6,6,11,91,15,89,88,13,96,97,0,1,1,1,1,1,1,1,2,1,6,6,6,7,4,1,3,1,2,1,2,"Democrat","HappyQ"
341,44,1,6,6,7,7,4,7,6,6,6,6,10,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15,78,11,90,44,86,78,91,40,3,1,2,2,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,"Democrat","HappyP"
236,29,1,5,3,5,5,5,5,4,4,4,4,8,4,3,5,6,6,6,5,5,5,5,5,4,5,5,4,4,76,17,86,18,25,21,20,21,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,"Republican","Control"
251,100,0,1,4,5,5,7,3,6,2,5,6,6,3,4,6,2,7,7,3,3,5,6,5,5,5,2,7,7,6,86,72,76,51,81,23,20,84,5,6,4,1,4,5,1,3,6,6,7,4,5,2,4,5,2,4,3,3,"Democrat","HappyP"
286,32,1,6,6,6,6,4,7,1,1,1,7,0,7,2,6,6,4,7,3,3,3,3,3,3,1,3,3,3,0,100,0,100,100,0,100,100,0,1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,1,1,1,1,1,"Democrat","Control"
472,27,0,4,5,6,6,6,5,6,6,5,7,9,6,5,7,6,7,7,5,6,6,6,6,7,6,6,6,7,66,82,71,60,86,55,58,59,67,6,7,5,6,6,7,6,7,6,7,7,6,7,4,5,4,4,5,4,2,"Democrat","HappyW"
862,33,1,4,3,5,5,5,4,7,4,7,7,7,5,2,6,6,5,6,3,6,5,4,4,4,4,4,7,4,0,100,0,100,43,49,44,41,41,1,1,2,2,2,2,2,3,6,7,5,1,2,4,5,5,3,5,5,1,"Democrat","HappyW"
861,24,1,4,5,5,5,6,7,4,2,2,2,5,3,2,5,6,6,6,5,4,6,4,5,5,4,5,6,4,52,51,0,51,51,51,80,66,0,3,3,3,3,3,5,3,4,3,3,6,6,6,5,2,5,1,4,4,1,"Democrat","Control"
210,21,1,4,2,5,4,2,2,4,2,6,6,9,2,2,7,7,6,7,4,4,2,4,5,4,5,2,2,1,31,53,63,51,36,54,58,51,66,5,4,4,6,5,5,4,5,5,3,2,3,3,4,4,5,3,2,5,2,"Democrat","HappyP"
454,29,1,6,3,6,5,4,5,4,4,5,2,5,5,2,6,5,5,5,5,6,5,4,5,6,5,6,4,4,74,36,70,50,36,33,0,41,9,4,3,4,4,6,6,5,4,3,4,5,5,4,5,4,4,3,3,4,3,"Republican","HappyQ"
647,19,1,6,5,3,3,6,5,7,6,7,5,1,6,2,6,6,6,7,7,6,6,6,6,5,3,4,4,5,35,85,20,75,85,35,85,85,1,6,3,3,6,3,1,5,5,2,5,6,6,5,1,1,1,1,2,1,1,"Democrat","HappyP"
1087,23,1,6,3,6,7,2,6,5,2,4,1,3,4,2,6,7,2,5,3,5,4,3,4,6,5,4,2,6,50,72,28,72,67,42,75,31,0,3,3,3,4,3,5,6,6,3,5,5,5,5,4,1,1,1,2,1,1,"Democrat","Control"
589,26,0,5,3,7,7,7,7,7,4,7,7,0,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,11,11,57,68,3,49,7,7,4,2,4,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,1,"Democrat","HappyW"
136,42,0,6,6,7,6,6,6,6,6,6,7,8,4,2,6,7,6,7,6,7,6,7,6,5,6,6,6,5,77,91,80,88,82,82,81,70,74,6,6,5,6,6,5,6,6,5,6,6,5,6,4,4,4,5,4,5,1,"Democrat","Control"
544,26,0,6,3,7,5,6,7,4,5,5,4,5,1,2,7,6,7,7,5,5,6,4,5,5,4,5,5,5,90,50,100,50,50,84,50,50,50,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,"Republican","HappyP"
405,24,0,6,3,4,4,4,3,6,6,5,4,7,4,2,4,4,4,3,5,5,4,5,4,4,4,4,4,5,78,38,73,38,43,61,32,52,20,3,3,4,4,4,4,4,3,3,3,4,4,4,3,3,2,3,3,2,1,"Republican","HappyQ"
440,30,1,3,5,5,5,4,4,6,6,6,6,1,6,2,5,4,4,4,4,3,4,4,3,3,4,4,4,3,30,89,24,81,83,39,86,90,0,1,3,3,2,4,4,4,4,3,3,6,5,5,3,2,1,1,2,1,3,"Democrat","HappyW"
336,21,0,6,5,6,7,4,6,7,5,6,4,2,6,2,5,5,4,6,4,6,6,5,5,7,4,6,3,7,20,87,14,90,95,35,74,65,0,1,1,1,2,5,3,5,1,1,1,7,6,7,4,1,5,1,2,5,1,"Democrat","HappyQ"
1208,34,1,6,5,1,2,1,3,6,6,6,4,5,5,2,2,1,1,2,3,3,2,1,3,3,3,3,3,5,11,97,0,92,84,35,83,51,0,3,3,3,3,5,3,5,3,2,3,6,6,4,3,1,1,1,1,1,2,"Democrat","HappyW"
204,24,0,3,5,4,4,4,4,4,4,4,4,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,33,20,32,26,28,34,30,28,36,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Democrat","Control"
459,32,1,6,3,6,6,3,5,7,4,7,6,10,3,2,7,7,3,6,3,5,5,3,4,7,3,3,5,7,92,10,100,0,5,100,70,0,0,4,4,4,4,4,4,4,3,1,4,6,6,5,2,2,4,1,4,5,1,"Republican","HappyP"
370,34,0,4,5,6,6,5,4,7,7,7,6,9,6,2,7,7,6,7,7,7,7,7,7,7,7,7,7,7,19,100,13,100,75,100,83,51,51,2,2,3,2,4,4,5,6,6,7,4,4,4,4,3,4,4,4,4,3,"Democrat","HappyW"
482,23,0,5,5,6,6,4,5,3,2,4,2,4,4,2,6,6,3,5,5,5,6,4,4,3,5,5,5,4,44,49,44,49,61,47,68,53,0,4,4,4,4,5,5,6,4,3,5,5,4,4,2,1,1,1,1,1,1,"Democrat","Control"
798,66,1,6,3,6,6,4,5,4,6,6,4,5,4,2,6,6,5,6,6,6,6,6,6,6,6,6,6,6,10,97,12,100,58,53,55,73,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,"Democrat","HappyQ"
923,33,1,6,5,6,5,6,6,7,6,6,7,1,6,2,7,6,6,6,5,7,5,3,5,6,3,6,5,7,49,98,11,98,92,51,90,86,0,5,5,6,5,5,6,6,5,2,5,6,4,3,2,1,1,1,1,1,1,"Democrat","HappyQ"
552,32,0,6,3,7,5,7,7,7,6,7,6,10,3,2,7,6,7,7,4,5,3,3,4,4,2,4,3,5,90,2,88,4,5,89,53,38,2,4,4,4,4,5,2,4,4,3,6,5,3,4,2,2,1,3,1,2,1,"Republican","HappyP"
368,29,0,6,5,6,4,3,6,4,6,6,6,8,6,2,6,5,3,6,6,3,3,3,4,6,2,3,5,4,92,69,87,26,40,79,35,7,20,4,4,4,3,3,6,3,4,5,6,5,4,4,3,3,4,2,5,3,2,"Republican","HappyW"
306,33,0,6,3,3,3,5,3,7,7,7,7,10,6,2,5,6,4,6,6,6,5,6,4,6,3,5,4,4,100,0,50,0,0,100,60,70,0,3,3,4,1,5,5,5,4,4,4,4,4,4,3,3,3,4,3,3,1,"Republican","Control"
522,65,0,6,3,6,6,4,7,5,5,5,5,6,3,2,6,6,4,7,4,5,5,3,4,5,5,5,4,5,76,6,56,6,21,72,81,46,2,4,3,5,4,5,5,5,3,2,3,6,6,4,2,3,1,2,2,1,1,"Republican","HappyP"
1313,35,0,6,2,7,7,7,7,7,7,7,7,10,7,2,7,7,7,7,7,7,6,7,7,6,6,6,7,7,93,98,98,96,90,96,92,93,95,7,6,6,7,6,7,7,7,7,7,7,6,6,5,5,4,5,4,4,1,"Democrat","HappyQ"
297,28,1,1,5,5,6,1,4,4,5,3,3,8,7,4,5,6,1,4,7,7,7,6,6,4,7,7,7,6,0,100,0,100,33,56,44,51,6,1,1,1,1,6,3,5,7,6,5,1,1,2,2,4,4,4,4,3,1,"Democrat","HappyW"
304,34,0,3,5,4,5,5,5,5,5,5,4,6,4,2,5,4,5,5,5,6,6,6,6,6,6,5,5,6,46,59,43,71,50,58,71,60,47,4,4,4,5,5,4,3,5,3,4,6,5,4,5,2,4,4,4,4,1,"Democrat","HappyP"
456,28,1,6,6,7,7,7,7,6,6,6,6,9,4,2,7,7,7,7,5,5,7,5,5,7,4,7,7,7,88,15,91,13,2,86,51,51,2,5,5,5,5,6,6,6,4,4,5,6,6,6,5,3,3,2,4,3,1,"Republican","HappyW"
646,29,1,6,2,7,7,7,7,6,5,6,1,5,3,2,7,7,7,7,4,4,3,4,4,4,4,5,4,4,33,27,61,25,51,43,26,72,38,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Republican","HappyQ"
167,30,1,4,3,6,4,6,5,5,7,6,6,8,5,4,5,7,5,4,5,5,6,4,4,6,6,5,5,7,86,99,90,78,79,87,80,85,78,6,6,5,5,6,5,6,6,6,6,7,6,5,4,4,4,3,5,4,2,"Democrat","Control"
381,60,1,6,5,5,4,2,5,7,7,7,4,5,1,2,7,7,7,7,5,5,5,5,5,5,5,5,5,5,52,100,0,89,51,51,56,52,51,1,1,1,4,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,"Democrat","HappyP"
369,31,0,6,3,6,6,5,6,5,6,5,4,5,1,2,6,6,5,6,5,4,5,4,4,4,5,4,4,5,0,82,0,83,82,0,100,100,0,1,1,1,1,4,4,4,1,1,1,7,7,7,3,1,4,1,3,4,2,"Democrat","HappyQ"
591,29,1,6,3,4,4,4,4,4,4,4,4,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,51,51,51,48,51,47,50,51,41,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,"Republican","HappyW"
146,29,0,3,3,4,3,1,2,1,6,6,7,8,2,2,3,2,4,1,4,5,4,6,3,6,5,7,3,4,67,81,82,84,76,83,85,94,72,6,6,7,5,4,2,3,5,5,7,7,6,4,3,4,3,5,5,4,5,"Democrat","HappyW"
8953,26,1,1,5,7,7,6,7,7,7,7,5,9,5,2,5,4,6,5,3,6,7,4,5,5,4,4,2,5,0,100,0,100,100,0,100,100,0,1,1,1,1,7,7,7,7,6,6,2,1,1,2,1,1,1,1,1,3,"Democrat","HappyQ"
1549,27,1,6,3,7,7,7,7,7,7,7,3,5,2,2,7,7,7,7,4,5,5,4,5,6,4,5,5,6,100,8,100,0,45,46,60,42,36,2,1,2,2,2,2,2,4,4,4,4,4,4,4,4,5,4,4,5,3,"Republican","Control"
477,32,1,6,3,7,6,6,7,4,3,5,3,10,6,2,7,7,6,7,3,5,3,3,4,6,4,5,5,6,64,20,53,0,0,95,61,0,0,2,1,3,2,1,6,1,3,2,1,7,5,5,5,5,4,3,4,4,1,"Republican","Control"
269,20,0,6,5,6,3,3,4,5,6,4,5,8,6,2,4,4,3,3,5,4,6,3,5,5,6,3,5,5,82,41,80,63,15,81,52,17,26,5,4,5,4,4,5,4,4,5,6,5,4,4,4,4,4,3,4,5,1,"Republican","HappyP"
626,28,0,5,5,3,3,1,3,7,6,7,4,4,7,2,4,4,4,4,6,7,7,4,4,7,7,4,4,6,0,100,0,100,50,0,3,12,0,1,1,1,1,3,4,4,4,1,3,7,7,7,4,3,1,1,2,1,1,"Democrat","HappyQ"
312,20,1,6,5,4,1,4,4,5,3,3,4,8,4,2,6,4,5,3,1,4,4,4,1,1,1,4,1,1,86,41,72,35,89,25,0,42,0,3,5,3,4,7,7,7,3,6,6,5,7,5,3,2,1,1,2,1,1,"Republican","Control"
1735,34,1,6,3,7,6,7,7,1,1,4,4,0,1,2,7,6,7,7,4,5,3,2,1,5,1,5,4,4,71,73,73,70,100,55,72,72,0,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,3,"Democrat","HappyP"
386,26,0,4,5,5,5,1,4,4,5,4,3,5,4,2,5,5,1,1,4,4,4,4,4,4,4,4,5,4,1,98,4,51,51,32,51,51,2,3,3,3,3,4,4,4,5,3,1,7,4,6,4,2,3,3,4,3,1,"Democrat","HappyW"
539,26,1,4,5,4,2,3,2,4,4,4,4,5,5,2,4,4,4,4,4,4,4,5,4,4,4,4,4,5,38,68,46,62,64,49,56,55,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,"Democrat","Control"
539,30,0,5,7,7,7,6,7,6,6,7,2,9,7,4,7,7,6,7,6,5,6,1,5,7,5,6,6,6,70,89,72,74,76,78,80,68,72,5,6,6,7,6,5,6,6,5,7,5,5,6,3,4,5,4,4,4,4,"Democrat","HappyP"
807,22,0,3,3,7,5,4,5,7,6,7,6,7,6,2,6,6,5,6,7,4,5,7,4,6,5,6,4,5,66,90,61,65,77,73,61,85,65,6,5,5,7,5,6,6,7,5,6,5,6,7,4,5,4,5,3,3,1,"Democrat","HappyW"
280,22,1,5,5,3,3,2,3,5,5,5,4,7,4,2,3,4,3,4,5,3,4,4,3,4,4,3,4,5,0,86,0,71,99,0,90,97,0,1,1,1,1,1,1,1,2,1,1,7,7,6,2,1,3,2,3,1,5,"Democrat","HappyP"
197,20,0,3,5,1,2,5,4,1,2,3,4,8,2,3,3,4,2,1,1,4,6,7,6,5,5,2,4,3,51,55,49,51,58,62,59,52,55,3,2,1,4,7,5,6,4,2,3,6,5,7,4,4,2,1,3,5,2,"Democrat","HappyQ"
407,25,0,5,3,6,5,3,7,2,3,4,2,4,2,2,6,5,3,5,4,4,6,4,4,4,6,4,5,6,14,27,13,26,18,13,31,8,11,3,3,4,3,4,4,5,5,3,4,4,6,5,5,2,3,1,4,3,1,"Democrat","Control"
258,26,0,6,4,4,1,1,1,1,5,5,5,5,4,2,1,1,1,1,4,7,4,4,4,4,4,4,4,4,0,100,0,99,50,28,0,89,0,1,1,1,1,1,1,7,5,5,5,5,5,5,5,5,5,5,5,5,4,"Democrat","Control"
792,32,0,5,5,5,5,3,5,6,1,7,6,0,7,2,6,6,5,6,5,7,7,4,5,5,6,7,7,5,0,100,5,95,100,0,100,70,0,1,1,1,2,1,1,1,1,1,2,6,6,6,4,1,1,1,2,1,1,"Democrat","HappyW"
544,34,1,5,5,7,6,3,7,7,7,6,5,3,6,2,7,7,3,7,6,6,5,5,7,3,2,2,4,5,29,100,0,92,100,0,100,99,0,1,1,3,1,2,2,2,2,1,4,2,2,7,2,1,1,1,3,1,3,"Democrat","HappyP"
205,23,1,4,5,5,7,7,4,4,4,4,4,5,2,2,5,5,6,6,5,6,6,5,5,5,4,4,5,5,9,59,22,74,53,44,76,10,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Democrat","Control"
514,30,0,6,4,4,7,3,7,7,4,5,3,9,7,4,7,7,7,7,5,7,2,4,7,7,1,7,5,6,68,49,87,42,74,73,53,48,54,7,6,4,5,4,3,7,7,3,2,4,6,4,1,2,3,3,4,2,1,"Democrat","HappyQ"
412,32,1,2,5,6,7,5,3,4,3,5,3,2,3,2,6,6,6,6,5,6,5,5,4,3,3,3,1,5,22,75,20,71,71,15,100,100,0,3,3,4,2,4,4,4,4,2,4,4,4,4,2,1,1,1,1,1,1,"Democrat","HappyQ"
359,23,1,6,3,5,4,2,3,5,3,4,5,10,6,2,5,4,3,3,3,4,4,3,3,2,3,4,3,4,96,5,87,11,6,100,42,1,0,1,1,1,1,3,2,4,2,1,1,7,5,7,5,3,4,5,3,4,1,"Republican","HappyW"
305,33,0,6,5,5,5,5,5,5,4,4,3,3,3,2,5,5,5,5,3,4,3,3,2,4,2,4,4,5,5,50,0,55,51,40,65,52,0,4,4,4,4,4,4,4,4,3,4,5,4,4,2,1,3,1,2,2,1,"Democrat","HappyW"
353,28,0,6,6,7,7,6,7,6,6,7,4,0,6,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,88,76,92,77,77,88,92,51,0,6,4,6,5,7,6,6,5,6,5,6,6,5,1,1,2,1,1,3,1,"Democrat","HappyP"
707,34,1,6,5,4,4,2,4,5,4,4,5,5,4,2,5,4,2,5,3,3,3,3,3,3,3,3,3,4,9,55,14,54,73,52,90,40,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,1,3,3,1,"Democrat","Control"
310,32,1,6,2,1,1,1,1,1,1,1,1,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,99,100,100,100,100,100,100,99,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,"Democrat","HappyQ"
529,22,0,6,5,4,4,5,6,6,3,4,4,1,2,2,4,4,4,6,1,4,4,1,1,6,1,1,1,6,5,90,5,75,90,0,60,100,0,2,2,1,2,2,3,5,3,1,4,7,6,6,1,1,1,1,1,1,1,"Democrat","HappyQ"
698,35,1,6,5,5,4,3,5,3,3,4,1,6,4,2,5,5,3,5,4,5,4,4,5,5,3,4,4,5,64,50,72,40,37,54,26,58,0,3,3,5,4,4,5,5,5,4,3,6,6,5,4,2,2,4,3,1,1,"Republican","HappyW"
279,32,1,6,6,4,4,4,5,5,4,5,2,2,6,2,4,4,4,5,4,5,4,3,4,4,3,4,4,6,0,82,0,70,85,0,51,100,0,1,1,1,1,4,4,3,2,1,1,7,7,6,3,1,1,1,1,1,3,"Democrat","HappyP"
464,27,1,4,5,6,6,6,6,6,5,5,5,8,4,2,5,6,6,6,5,4,4,5,4,4,5,5,5,4,81,76,80,84,91,88,91,74,89,6,6,5,5,5,6,5,5,6,5,5,6,6,3,3,4,3,4,4,1,"Democrat","HappyP"
938,38,1,4,6,6,6,4,7,5,4,5,4,6,2,2,6,6,4,7,3,6,5,4,4,5,3,3,5,5,21,98,4,93,51,51,95,66,51,4,2,2,4,5,5,5,4,1,3,5,6,4,3,1,4,3,4,2,1,"Democrat","Control"
473,33,1,6,5,3,3,1,3,7,5,7,6,0,6,2,4,5,1,3,1,5,1,1,1,4,1,3,1,4,0,89,0,79,89,0,100,97,0,5,4,4,4,6,3,4,4,2,4,5,5,5,1,1,1,1,2,1,3,"Democrat","HappyW"
349,28,1,6,5,7,7,6,6,5,6,6,5,5,1,2,7,7,7,7,6,4,5,3,4,6,2,4,6,6,100,100,100,100,100,100,100,100,100,6,6,6,6,7,7,7,6,6,6,2,2,2,3,3,3,4,3,2,1,"Republican","Control"
434,23,1,6,5,6,5,3,6,5,4,4,3,4,2,2,6,5,3,5,5,5,4,5,4,4,3,4,3,4,26,65,26,72,66,26,69,79,19,3,4,4,4,4,3,4,4,3,3,5,4,4,3,3,3,3,3,2,3,"Democrat","HappyQ"
309,31,1,6,5,5,4,2,5,4,2,4,3,3,3,2,4,5,3,5,3,4,4,4,4,4,2,5,5,4,36,66,35,73,55,62,63,64,42,4,5,5,4,4,4,4,4,4,5,5,4,3,2,2,3,3,3,1,3,"Republican","HappyP"
466,32,0,6,3,7,7,7,7,7,7,7,7,10,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,93,2,86,4,1,92,1,3,5,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,"Republican","HappyQ"
662,23,1,6,5,2,3,1,3,6,4,5,5,0,5,2,2,3,1,2,1,4,4,2,2,2,1,2,2,4,0,89,0,96,100,2,100,97,0,4,5,4,4,4,2,4,4,2,4,6,4,4,3,1,2,1,3,3,1,"Democrat","HappyQ"
258,32,0,4,2,4,5,1,4,1,4,5,1,5,3,3,5,4,5,4,4,5,5,4,4,4,5,5,4,5,51,61,62,51,63,61,52,51,59,5,4,4,5,5,5,4,5,4,4,4,5,5,5,4,4,4,5,5,4,"Democrat","Control"
416,19,1,4,2,7,7,7,7,6,6,7,3,6,5,2,7,7,7,7,7,6,5,7,6,3,6,6,6,6,8,89,13,91,70,60,96,100,40,1,2,3,2,3,3,3,4,4,4,4,4,4,2,1,3,1,3,1,2,"Democrat","HappyP"
400,19,1,6,5,5,4,4,4,6,6,6,6,0,7,2,5,4,4,4,4,4,4,4,5,4,5,4,5,4,0,81,0,83,82,1,83,91,0,2,2,2,2,4,4,4,4,2,4,5,5,4,2,1,2,1,3,2,1,"Democrat","HappyP"
346,28,1,6,6,6,6,3,3,7,6,7,6,1,4,2,6,6,3,3,5,4,6,3,4,5,5,3,4,5,4,80,0,71,85,9,75,93,0,1,1,1,2,3,2,3,3,1,1,6,6,4,1,1,1,1,2,1,1,"Democrat","Control"
517,24,1,5,3,7,7,7,7,5,4,6,4,0,6,2,6,6,7,7,5,5,7,5,6,6,5,5,4,6,0,76,0,81,100,0,100,100,0,1,1,1,1,2,1,1,4,1,4,6,5,5,1,1,1,1,4,1,1,"Democrat","HappyW"
461,25,1,6,3,5,4,5,4,6,6,6,5,10,2,2,5,5,4,5,4,4,7,4,4,4,5,4,4,4,61,3,84,1,4,98,23,8,14,2,2,2,2,4,1,4,4,4,2,4,5,5,5,4,3,4,4,3,3,"Republican","HappyQ"
210,34,0,6,3,7,7,7,7,4,4,7,4,5,1,2,7,7,7,7,4,4,4,4,4,4,4,4,4,4,36,75,10,74,51,52,36,51,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Democrat","Control"
9186,32,1,6,4,6,5,3,5,4,4,4,4,5,3,2,6,6,3,5,7,6,5,5,4,6,5,6,6,6,51,51,51,51,51,51,58,62,11,4,4,4,4,4,4,4,6,4,6,4,4,4,4,3,3,1,3,3,1,"Democrat","HappyP"
1530,22,0,6,7,7,7,6,7,7,7,5,6,10,7,2,7,7,6,7,5,6,6,6,6,7,6,7,6,7,89,92,92,81,71,87,71,82,63,6,5,5,4,5,7,6,7,7,7,6,6,5,5,4,5,4,3,5,2,"Democrat","HappyW"
308,32,1,6,5,7,7,7,7,7,7,7,7,10,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,0,100,0,51,53,100,100,0,3,3,3,3,7,7,7,4,4,4,4,4,7,5,5,5,5,5,1,5,"Republican","HappyP"
410,24,1,6,7,5,5,2,4,6,4,4,5,3,3,2,4,4,3,3,4,4,4,3,3,6,5,3,3,5,45,52,46,51,55,40,83,49,4,5,5,5,6,7,5,7,4,4,4,4,4,4,2,1,2,1,2,2,1,"Democrat","HappyQ"
320,34,1,6,3,7,7,5,7,5,4,6,1,5,4,2,7,7,5,7,7,7,7,7,7,7,7,7,7,7,68,14,83,28,51,43,34,31,31,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,3,3,1,3,"Republican","Control"
172,31,1,6,5,7,7,3,7,4,4,4,4,5,1,2,7,7,4,7,7,7,7,7,7,7,7,7,7,7,52,53,52,51,52,52,52,52,51,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,"Democrat","HappyP"
319,30,0,5,5,7,7,7,7,7,7,7,6,10,6,2,7,7,7,7,6,6,6,6,6,6,6,6,6,6,11,100,9,100,82,66,74,61,0,3,3,3,3,4,4,4,2,2,2,2,2,2,4,4,4,4,4,2,1,"Democrat","HappyQ"
628,26,0,5,6,7,7,7,7,5,5,5,1,5,4,2,7,7,7,7,5,5,5,5,5,5,5,5,5,5,35,64,40,66,63,62,73,68,2,2,2,2,3,4,4,4,4,2,2,7,7,7,2,3,2,2,4,2,2,"Democrat","HappyW"
215,31,0,6,3,4,4,4,4,7,7,7,7,0,3,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,0,100,0,100,100,0,100,35,0,1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,1,1,1,1,1,"Democrat","HappyW"
162,22,1,4,3,7,7,7,7,7,7,7,7,10,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,90,82,91,91,86,89,99,86,94,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,"Democrat","HappyP"
1561,29,0,5,3,4,4,2,3,4,4,4,4,5,7,2,4,4,4,4,4,6,5,4,5,5,4,5,4,7,0,65,0,50,30,0,75,0,0,1,1,1,4,4,4,4,1,1,1,7,5,5,1,1,1,1,1,1,3,"Democrat","HappyQ"
570,18,0,6,2,1,1,2,1,2,2,2,2,8,2,2,4,4,4,4,4,4,4,4,5,5,5,5,4,5,80,19,70,23,32,70,39,40,24,4,4,4,4,5,5,4,5,5,5,5,5,5,3,4,4,4,3,4,3,"Democrat","Control"
