"duration","age","gender","race","edu","pre_emotion_good","pre_emotion_happy","pre_emotion_tired","pre_emotion_tense","pids_1","pids_2","pids_3","pids_4","ideology","interest","attention_check","post_emotion_good","post_emotion_happy","post_emotion_tired","post_emotion_tense","panas_1","panas_2","panas_3","panas_4","panas_5","panas_6","panas_7","panas_8","panas_9","panas_10","ft_rep_sup","ft_dem_sup","ft_rep","ft_dem","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_neonazi","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3","trait_4R","trait_5R","trait_6R","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","partisanship","condition"
545,50,1,4,5,5,6,2,7,5,5,5,2,8,1,2,7,7,4,7,6,6,3,4,5,5,3,6,4,2,13,87,22,99,67,32,36,47,20,5,5,3,3,4,3,5,6,2,2,2,2,2,4,2,4,2,3,2,1,"Democrat","HappyQ"
579,21,1,3,5,4,4,4,3,5,4,5,5,0,7,2,4,4,3,3,2,4,4,2,3,2,2,1,2,2,14,80,7,88,92,5,74,32,0,4,3,4,3,2,3,2,2,2,4,6,5,5,3,1,1,1,1,2,2,"Democrat","HappyW"
520,54,1,4,1,1,1,4,1,6,4,6,6,0,4,2,7,5,4,7,7,7,7,4,5,7,7,4,7,7,27,100,20,100,100,100,100,0,0,4,4,4,4,7,7,7,7,7,7,7,7,7,5,1,5,5,5,5,1,"Democrat","HappyP"
762,52,1,3,3,7,7,7,7,4,4,4,4,10,7,2,7,7,7,7,4,7,4,4,4,7,4,7,4,7,19,68,18,68,100,64,100,42,0,4,4,4,7,7,7,7,4,4,4,4,4,4,2,4,2,1,5,1,1,"Democrat","Control"
815,49,0,4,3,3,3,2,3,7,6,7,5,1,7,2,4,5,4,5,5,6,6,5,6,6,6,5,5,7,0,96,2,96,95,0,91,56,0,1,1,2,3,2,3,2,1,1,2,7,7,6,5,1,3,1,4,3,5,"Democrat","HappyQ"
269,42,0,4,6,7,7,7,7,7,3,7,6,9,7,2,7,7,7,7,6,7,7,7,7,7,7,6,6,7,5,100,6,96,77,88,88,5,1,2,2,2,2,5,1,5,7,4,4,5,3,3,5,2,4,4,4,4,1,"Democrat","HappyQ"
380,51,0,3,3,7,7,7,7,7,7,7,7,0,6,2,7,7,7,7,6,6,6,6,6,6,6,6,5,6,0,100,0,100,100,0,100,100,0,1,1,1,1,1,1,1,1,1,1,7,7,7,2,1,1,1,4,1,1,"Democrat","HappyW"
692,49,1,5,3,6,6,4,6,6,4,6,2,3,5,2,6,6,3,6,4,4,4,4,4,4,2,6,4,4,29,77,8,83,50,13,82,83,6,3,2,4,4,4,7,4,4,2,1,7,7,7,3,1,3,1,5,3,1,"Democrat","Control"
2095,52,1,5,5,6,6,7,6,4,5,6,4,5,2,2,6,6,6,7,4,4,4,4,5,4,4,3,4,4,28,51,15,77,51,6,84,65,0,3,2,4,4,6,6,6,4,3,4,5,4,4,1,1,2,1,1,2,2,"Democrat","HappyW"
372,42,0,4,5,7,6,7,7,7,5,7,7,5,7,2,7,6,7,7,4,7,6,4,4,7,4,5,4,7,0,100,0,100,51,51,97,56,0,3,3,3,3,2,1,3,2,2,3,6,5,5,2,1,3,1,4,3,2,"Democrat","Control"
417,37,1,1,5,5,5,5,5,5,4,4,4,5,7,2,5,5,5,5,4,4,4,4,4,4,3,4,3,4,38,50,38,39,62,40,100,100,0,1,1,1,1,1,1,1,4,1,1,7,7,5,1,1,1,1,1,1,1,"Democrat","HappyQ"
967,55,1,6,5,3,4,2,6,5,4,6,3,3,7,2,3,4,2,5,3,2,4,2,2,2,3,3,2,4,41,78,33,79,74,40,51,51,17,4,3,5,4,6,5,6,3,2,4,5,5,5,1,1,1,3,1,1,1,"Democrat","HappyW"
500,47,1,6,5,4,2,5,6,7,5,7,7,0,7,2,6,6,7,6,6,4,5,6,4,7,5,4,5,6,0,100,0,100,100,0,83,100,41,2,1,2,4,2,2,1,2,1,1,5,6,4,1,2,4,1,2,4,1,"Democrat","HappyP"
188,37,1,1,5,7,7,7,7,7,7,7,7,10,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,1,"Democrat","HappyW"
289,52,1,4,3,7,7,7,7,6,6,7,6,5,4,2,7,7,7,7,6,6,6,6,6,6,6,6,6,6,0,100,0,100,40,0,35,44,0,1,1,1,1,4,4,4,4,4,4,4,4,4,3,2,4,1,2,3,4,"Democrat","HappyP"
329,40,0,1,5,5,5,1,7,7,7,7,7,3,7,2,7,6,1,6,4,4,4,4,4,4,4,4,4,4,20,71,0,69,72,21,55,69,0,1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,1,1,1,1,1,"Democrat","HappyQ"
694,45,1,4,5,4,4,3,3,4,1,3,4,5,3,2,4,4,2,3,2,4,2,1,1,3,1,1,2,3,1,10,0,18,11,2,7,21,0,1,2,2,4,3,4,2,2,1,1,7,6,6,3,4,3,3,3,3,1,"Democrat","HappyW"
872,44,1,4,5,7,7,4,7,7,6,7,2,10,4,2,7,7,5,7,5,4,6,6,6,7,5,6,7,6,0,100,0,100,61,60,58,54,0,4,5,5,4,5,5,5,5,5,5,1,4,6,3,4,1,3,3,1,1,"Democrat","HappyQ"
423,48,1,4,5,7,5,6,6,7,4,7,4,5,4,2,6,6,6,6,4,4,4,4,4,4,4,4,4,4,0,92,10,51,27,46,31,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,"Democrat","HappyP"
404,53,1,4,6,7,7,7,7,7,6,7,4,3,3,2,7,7,7,7,7,7,7,7,7,7,4,7,7,7,0,100,0,100,63,87,26,2,0,1,1,1,1,4,4,4,1,1,1,7,7,5,5,3,3,4,5,1,1,"Democrat","Control"
1545,54,1,4,4,7,7,7,7,6,6,6,1,5,1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,51,0,51,51,57,51,53,51,1,1,1,1,4,4,4,1,1,1,1,1,7,5,3,5,5,5,5,1,"Democrat","Control"
335,48,0,4,5,6,7,4,6,4,4,4,4,7,2,2,6,7,4,5,4,4,4,2,4,5,4,6,4,4,51,51,51,51,51,78,51,51,23,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,3,1,"Republican","HappyW"
932,41,1,4,5,7,7,5,7,6,7,7,3,7,7,2,7,7,7,7,6,7,7,7,4,7,2,6,3,6,76,42,72,89,68,46,90,72,73,7,6,5,4,5,4,6,5,5,4,7,6,6,5,3,5,1,3,2,3,"Democrat","Control"
269,40,1,4,2,7,7,7,7,7,7,7,7,10,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,51,100,51,100,51,100,51,51,51,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,1,"Democrat","HappyW"
679,47,0,4,4,3,3,3,3,5,5,5,4,3,6,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,93,8,93,92,8,98,95,7,3,3,3,3,4,4,4,3,3,3,5,5,5,3,2,4,2,4,4,1,"Democrat","HappyP"
2908,51,1,4,3,5,4,3,4,6,6,7,4,8,5,2,5,4,3,5,6,6,6,6,6,6,5,5,6,6,30,92,17,93,49,49,92,91,0,2,2,2,2,3,3,3,2,1,2,7,6,6,3,1,4,2,4,3,2,"Democrat","HappyP"
1626,38,0,4,5,7,7,5,7,6,3,6,2,5,4,2,7,7,5,7,4,6,6,4,4,6,6,6,6,6,63,85,25,72,65,66,100,61,0,6,6,6,6,7,7,7,6,3,5,3,4,2,1,1,3,1,4,2,1,"Democrat","HappyQ"
509,43,1,4,5,6,5,5,7,7,6,7,5,2,3,2,6,6,5,6,5,5,7,4,5,5,4,6,6,6,0,100,0,100,85,0,100,90,0,1,1,2,4,4,4,4,3,1,1,1,6,1,3,1,3,2,4,2,2,"Democrat","HappyQ"
476,35,1,4,5,5,5,5,5,5,5,5,5,8,6,4,6,6,6,6,5,5,5,5,5,5,5,5,5,6,77,95,17,95,19,51,77,51,0,3,3,2,2,6,5,5,5,2,5,5,5,5,2,2,2,2,2,3,1,"Democrat","Control"
182,39,0,6,5,6,6,1,4,4,4,4,4,5,1,2,6,6,1,4,4,4,4,4,4,4,4,4,4,4,61,10,59,21,14,71,47,32,14,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,4,2,1,"Republican","HappyP"
455,19,0,4,3,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,59,55,63,56,59,61,66,64,48,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,"Democrat","Control"
2019,51,1,4,5,7,7,7,7,7,7,7,7,10,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,100,0,100,100,0,0,100,0,1,1,1,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,1,"Democrat","HappyQ"
453,44,1,6,6,7,7,7,7,6,6,7,7,10,6,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,5,99,5,3,100,5,43,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,"Republican","HappyQ"
476,21,0,6,5,1,1,1,1,7,7,7,5,5,1,2,1,1,1,1,6,7,7,7,5,6,7,6,5,7,0,100,0,100,100,0,100,79,0,1,1,1,1,7,7,5,1,1,1,7,7,7,5,4,5,5,4,5,2,"Democrat","Control"
560,22,1,5,3,1,1,1,1,2,2,4,2,0,7,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,0,75,0,60,80,0,100,90,0,1,1,1,1,1,1,1,3,1,1,7,7,7,2,1,1,1,2,1,1,"Democrat","HappyP"
369,54,1,4,4,7,7,7,7,6,6,6,4,3,3,2,7,7,5,7,7,7,7,7,7,7,7,7,7,5,24,99,51,97,51,66,51,84,0,1,3,2,4,4,4,4,4,1,2,2,2,2,3,3,3,3,3,1,3,"Democrat","HappyP"
1356,53,1,4,5,6,6,6,6,6,5,6,3,7,5,2,6,7,6,6,6,6,6,6,6,6,6,6,6,6,51,93,51,90,51,51,92,90,0,3,3,4,3,6,6,6,4,4,3,4,3,4,3,2,3,3,3,3,3,"Democrat","HappyW"
462,51,1,4,5,5,5,1,3,5,5,6,2,4,4,2,4,5,3,5,3,3,4,3,3,3,3,4,5,4,44,55,30,54,55,42,55,55,38,2,2,2,2,4,4,4,2,2,3,6,5,5,3,3,3,3,3,3,1,"Democrat","Control"
773,51,1,4,5,4,4,4,4,4,4,4,4,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,100,0,100,24,24,62,94,0,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,"Democrat","HappyQ"
315,35,0,5,5,6,5,6,4,6,4,6,4,3,4,2,6,5,3,4,5,4,4,4,6,6,5,5,5,4,80,71,67,68,61,54,78,78,75,5,4,3,2,3,4,5,6,4,3,3,5,5,4,2,3,3,4,4,1,"Democrat","HappyP"
1008,54,1,4,2,7,7,7,7,7,4,7,4,10,3,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,77,0,82,53,82,54,75,0,4,4,4,4,4,4,4,4,3,1,1,7,7,4,1,3,3,3,1,2,"Democrat","HappyW"
1628,52,1,3,5,7,6,4,7,7,4,6,2,5,2,2,7,7,4,7,7,7,7,7,7,7,7,7,7,7,100,100,100,100,100,100,100,0,0,6,6,6,6,7,7,7,6,6,6,2,2,2,4,5,3,1,4,3,1,"Democrat","HappyW"
4340,52,1,6,5,6,5,5,3,4,4,4,4,5,4,2,7,7,3,3,5,5,3,5,5,4,3,4,6,4,53,46,51,32,39,51,20,53,7,4,3,3,4,5,4,4,5,3,4,5,5,5,2,4,1,1,4,2,1,"Republican","HappyW"
737,54,1,4,5,7,7,5,6,4,4,4,4,5,4,2,7,7,6,6,7,7,7,7,7,7,7,7,7,7,30,71,40,70,50,50,70,50,0,4,4,4,4,6,6,6,4,4,4,4,4,4,3,3,3,3,3,3,3,"Democrat","Control"
1521,41,1,4,5,7,7,5,5,7,7,7,7,10,3,2,7,7,5,5,7,7,7,7,7,7,7,7,7,7,0,100,0,100,100,0,0,54,0,1,1,1,1,4,4,4,4,1,1,7,7,7,3,5,5,3,5,3,3,"Democrat","HappyQ"
806,49,1,3,6,7,7,6,6,7,6,7,6,5,7,2,7,7,6,6,7,7,7,6,7,7,6,7,6,7,58,96,61,90,73,85,58,65,7,5,5,5,5,6,6,5,5,5,5,2,6,4,2,1,2,2,1,4,1,"Democrat","HappyQ"
757,54,1,3,5,5,5,2,4,7,4,7,6,1,7,2,4,4,3,4,3,3,5,3,3,4,3,3,4,3,0,96,0,90,90,51,95,77,0,2,2,2,4,6,6,6,4,1,2,7,6,6,3,1,3,1,2,3,1,"Democrat","HappyW"
1334,33,0,4,6,7,7,7,7,1,1,1,2,0,5,2,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,84,9,91,84,21,66,69,0,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,1,1,"Democrat","HappyP"
118075,33,1,5,5,6,7,2,6,7,7,7,6,5,6,2,7,7,2,5,6,5,7,6,6,7,5,6,6,6,0,99,0,100,44,62,90,98,52,1,1,1,1,1,1,1,1,1,1,7,7,7,4,2,4,2,4,1,1,"Democrat","HappyQ"
427,49,1,5,3,7,6,5,6,5,4,5,4,6,5,2,6,6,6,5,5,5,4,3,5,5,3,4,5,6,37,62,38,60,58,34,77,56,7,4,4,4,4,4,3,4,5,2,4,4,4,4,3,2,4,2,3,3,1,"Democrat","HappyW"
715,51,1,3,5,6,6,5,6,4,3,3,4,5,3,2,6,6,5,6,4,5,6,4,5,5,4,6,5,5,20,63,19,40,64,34,83,6,0,4,3,5,3,5,5,5,4,2,2,6,5,4,3,2,2,1,4,1,2,"Democrat","Control"
805,46,1,4,4,6,6,6,6,6,6,6,4,3,4,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,32,66,29,68,66,31,65,65,9,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,4,1,3,"Democrat","Control"
297,54,0,5,3,7,7,7,7,1,1,1,1,10,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,1,"Democrat","HappyQ"
1142,19,1,4,3,6,5,2,7,4,4,4,3,5,3,1,6,5,2,7,4,4,4,4,4,4,4,4,4,4,0,93,0,92,51,51,91,90,22,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,1,"Democrat","HappyQ"
1580,43,0,3,3,6,6,4,5,5,4,5,2,4,5,2,7,5,5,6,3,3,3,3,3,3,3,2,2,3,15,59,30,60,74,62,90,80,0,2,2,2,2,4,4,4,4,3,3,6,5,4,3,1,2,1,3,1,1,"Democrat","HappyP"
321,44,1,1,4,6,5,3,6,6,6,6,2,6,5,2,6,6,6,6,5,5,5,5,4,5,5,5,5,5,85,86,87,82,84,81,82,86,81,4,4,4,4,5,6,4,4,4,4,4,4,4,2,1,2,2,2,1,1,"Democrat","HappyP"
406,49,1,4,5,4,5,2,4,4,5,6,4,5,2,2,4,4,2,3,4,4,5,3,4,3,3,3,4,4,21,66,42,63,60,59,60,62,0,3,4,4,3,3,3,3,4,3,4,6,5,3,5,3,3,3,3,3,2,"Democrat","HappyW"
387,45,0,5,5,7,6,6,7,2,3,4,2,5,6,2,7,7,7,7,7,6,6,7,6,7,5,7,6,6,36,17,23,2,29,85,4,3,60,1,1,2,2,5,6,6,1,1,1,7,7,7,5,5,4,5,5,4,4,"Republican","HappyP"
469,49,1,3,5,6,7,6,6,6,6,6,4,5,3,2,7,6,6,6,5,5,5,4,4,5,5,5,4,5,82,19,88,8,59,36,85,71,24,4,3,3,3,6,6,6,4,4,4,4,4,4,1,2,1,1,3,1,2,"Republican","HappyQ"
492,35,1,6,2,4,4,2,5,3,3,4,3,6,2,2,4,4,2,5,2,3,2,1,1,4,1,2,1,5,50,50,50,50,50,50,30,50,50,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,1,5,4,1,"Republican","Control"
399,48,1,4,4,7,7,7,7,7,6,7,5,0,4,2,7,7,7,7,1,5,4,2,4,3,6,6,5,5,4,98,4,81,88,1,54,59,3,1,1,2,2,4,3,5,6,4,5,2,3,1,5,2,1,1,5,1,3,"Democrat","HappyW"
568,53,1,4,5,7,6,6,7,6,3,6,5,10,7,2,7,7,6,7,6,6,6,5,5,6,6,6,6,7,85,0,74,0,0,99,51,0,0,5,5,5,3,7,7,7,3,1,3,1,1,4,1,5,2,5,3,4,1,"Republican","Control"
598,53,1,5,3,5,4,4,4,5,5,4,5,8,5,2,5,6,5,6,4,5,4,5,4,6,5,5,4,5,72,70,65,62,60,78,64,61,64,6,5,4,4,4,4,5,5,5,4,4,4,4,4,3,3,3,4,4,3,"Democrat","HappyQ"
801,39,1,5,5,5,6,5,6,6,6,6,5,5,7,2,5,6,5,6,6,6,6,5,5,7,5,5,7,7,81,40,66,39,39,70,81,60,10,4,4,4,4,5,5,5,6,3,6,6,3,4,3,3,3,3,4,2,2,"Republican","HappyW"
446,49,0,3,5,6,5,3,4,5,4,1,5,5,4,2,5,5,5,5,3,4,3,4,3,3,3,2,5,4,0,40,0,35,60,60,45,40,0,1,1,1,1,3,1,3,5,1,1,7,7,7,1,1,2,1,4,1,1,"Democrat","HappyP"
285,47,1,4,3,4,5,6,5,7,6,6,6,9,3,2,6,5,7,6,6,7,5,6,7,5,6,7,6,6,0,100,0,100,95,73,1,92,1,2,3,2,2,7,6,5,1,1,1,7,6,7,4,4,5,3,5,5,2,"Democrat","Control"
745,52,1,5,5,6,4,2,4,4,6,6,2,2,3,2,7,7,2,6,6,6,6,4,6,6,4,4,4,6,82,10,81,9,1,81,83,34,0,4,4,4,4,4,4,4,4,4,3,5,4,4,4,2,2,1,4,1,1,"Republican","HappyP"
755,53,1,4,2,4,2,1,2,6,6,6,6,5,3,2,4,2,1,1,1,1,3,3,3,4,3,3,7,1,19,75,32,89,75,65,76,45,40,2,2,2,2,4,4,4,4,2,1,5,7,5,3,3,3,2,5,2,3,"Democrat","HappyW"
459,36,0,5,6,5,5,5,4,5,4,5,5,5,7,2,5,6,5,5,6,6,6,6,6,6,5,5,5,6,39,51,0,74,84,56,100,68,0,1,1,1,1,1,1,1,3,2,1,6,6,6,5,1,2,1,4,1,1,"Democrat","HappyW"
220,41,1,1,6,6,7,6,6,6,6,7,6,9,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,74,81,71,78,80,81,79,81,76,6,6,6,6,5,5,6,6,6,6,6,6,6,4,4,4,4,4,4,1,"Republican","HappyQ"
719,23,1,6,3,4,3,4,3,5,3,4,4,4,4,2,4,4,4,4,3,2,2,1,2,2,2,3,2,2,51,51,51,74,61,52,62,76,0,2,2,3,2,5,5,4,4,2,5,2,5,3,5,1,1,3,1,1,1,"Democrat","HappyP"
501,41,1,4,5,7,7,7,7,7,7,7,7,10,7,2,7,7,7,7,7,7,7,7,7,7,6,6,7,6,99,55,12,75,20,69,14,28,23,1,1,1,1,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,"Democrat","Control"
371,24,0,5,3,7,7,6,7,6,5,6,6,6,6,2,7,7,6,7,6,7,7,6,7,6,6,7,7,7,44,68,24,82,73,67,61,78,25,5,4,5,4,6,7,6,4,4,4,4,5,4,4,4,5,4,4,4,4,"Democrat","HappyQ"
501,35,0,5,4,4,4,5,5,4,4,4,4,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,84,0,67,100,0,58,51,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Democrat","HappyW"
455,40,1,3,5,5,5,3,4,7,5,7,4,0,6,2,5,5,3,4,3,6,6,3,4,4,4,4,5,5,7,70,15,60,70,25,95,100,0,3,3,4,2,5,5,4,4,3,3,5,6,3,3,1,1,1,2,1,3,"Democrat","HappyP"
643,51,1,3,5,7,4,7,7,6,6,5,2,5,7,2,7,4,7,7,6,7,7,5,4,7,5,7,7,7,85,73,73,70,83,82,83,100,0,6,6,5,4,7,7,7,6,5,4,2,2,2,4,1,2,1,4,1,1,"Republican","Control"
388,19,1,3,5,5,6,1,4,4,3,5,3,6,5,2,6,5,3,6,5,5,5,2,5,2,3,5,2,6,26,85,18,82,67,0,66,94,0,1,1,1,1,3,2,4,1,1,1,1,1,1,4,2,3,2,5,3,1,"Democrat","HappyQ"
1440,38,1,4,5,7,7,1,7,7,4,7,6,5,4,2,7,7,1,7,7,6,6,4,6,7,6,7,7,7,0,97,0,98,99,100,87,100,1,2,2,2,2,5,6,5,4,3,4,7,4,5,1,1,5,1,1,1,2,"Democrat","HappyW"
649,52,1,4,3,7,7,7,7,1,7,7,7,8,3,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,100,0,100,100,55,95,59,0,2,1,5,4,4,7,4,4,3,1,1,2,4,2,1,3,3,4,2,2,"Democrat","Control"
1099,54,1,5,5,6,6,2,6,6,6,6,6,5,4,2,6,6,2,6,4,6,4,5,5,3,3,2,6,5,81,0,80,17,6,80,60,0,0,2,2,2,4,4,4,4,4,2,1,7,7,7,4,3,1,1,4,2,2,"Republican","HappyP"
474,50,1,4,7,4,3,1,3,6,5,5,3,5,7,2,4,4,2,3,1,4,4,3,3,5,1,5,6,5,0,61,0,61,49,61,40,69,1,3,2,3,5,4,4,4,4,3,3,5,5,5,3,1,2,1,2,1,1,"Democrat","HappyP"
3027,45,1,3,6,6,6,6,5,4,4,4,4,5,2,2,6,6,6,6,4,5,6,5,6,4,5,5,5,5,39,59,26,65,51,40,65,46,49,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Democrat","Control"
323,20,1,4,4,7,5,2,7,6,6,6,4,5,4,2,7,6,2,6,6,6,6,5,6,4,2,5,6,6,50,81,34,79,69,38,100,85,51,1,1,1,1,4,4,4,4,2,1,1,7,2,4,3,4,4,4,4,3,"Democrat","HappyW"
12520,52,0,4,5,7,7,7,7,7,4,7,4,5,7,2,7,7,7,7,7,7,7,6,7,7,7,7,7,7,0,100,0,100,100,0,51,51,0,1,1,1,1,4,4,4,1,1,1,7,7,7,5,1,1,1,1,1,1,"Democrat","Control"
446,31,1,6,5,7,7,7,7,7,7,6,7,10,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,100,0,100,68,63,59,44,0,1,1,1,1,7,5,5,7,5,5,4,5,5,4,2,4,4,4,3,1,"Democrat","HappyQ"
357,51,0,5,5,7,5,5,6,5,4,5,4,8,7,2,7,5,6,6,4,5,5,4,3,4,4,6,4,4,51,39,59,73,39,68,72,38,17,4,5,4,4,4,4,3,4,3,4,4,5,5,3,2,3,1,4,2,1,"Democrat","Control"
356,38,1,4,2,7,7,6,6,5,6,6,7,9,7,2,7,7,7,7,6,7,6,7,6,7,7,7,6,7,97,95,89,97,97,86,83,79,100,2,2,3,3,7,7,6,7,6,6,6,7,6,4,4,5,5,4,4,1,"Republican","HappyP"
951,45,1,4,3,7,7,7,7,5,7,4,4,5,3,2,7,7,7,7,4,5,7,4,5,7,4,4,6,7,4,100,2,100,2,79,51,99,3,1,2,1,1,4,4,4,4,7,7,1,1,1,5,3,3,1,1,3,1,"Democrat","HappyQ"
329,33,1,4,3,7,5,6,7,6,5,7,4,8,6,2,7,6,6,7,3,7,5,3,2,4,4,4,3,7,69,80,64,87,81,67,72,72,1,4,5,4,4,7,7,6,5,2,4,5,4,3,5,4,4,3,4,2,1,"Democrat","HappyW"
602,36,1,4,5,5,4,4,4,6,5,5,6,5,1,2,4,4,4,4,2,2,2,2,4,1,2,1,2,4,3,27,2,46,9,8,74,80,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,2,3,3,4,"Democrat","Control"
428,46,0,5,3,4,4,4,4,7,7,7,1,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,90,0,90,0,0,90,50,0,0,1,1,1,1,4,4,4,4,4,1,7,7,4,3,1,1,5,3,1,1,"Republican","HappyP"
1030,51,1,4,5,5,4,3,5,5,4,4,3,4,4,2,5,4,3,5,3,4,3,2,3,5,4,3,2,5,17,81,8,64,76,31,65,65,7,5,4,4,3,4,2,4,3,3,5,5,4,5,3,1,2,4,2,1,2,"Democrat","HappyQ"
466,39,0,6,7,7,7,7,7,7,7,7,7,10,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,96,80,100,71,97,100,86,98,85,6,6,6,6,7,7,7,7,7,7,7,5,7,5,5,5,5,5,5,5,"Republican","HappyW"
534,38,1,1,3,6,5,5,7,5,4,7,2,5,4,2,6,7,5,7,4,7,1,1,1,7,5,4,1,7,40,82,30,75,50,15,80,75,0,5,5,5,5,4,7,4,6,4,4,4,2,1,2,1,1,1,3,1,1,"Democrat","HappyQ"
495,38,1,4,5,1,1,1,1,5,5,5,5,5,5,2,1,1,1,1,4,4,4,3,3,5,4,5,4,5,45,59,51,51,55,48,49,62,7,4,4,4,4,1,1,1,4,4,5,5,5,4,3,3,3,3,3,3,3,"Democrat","Control"
312,50,0,2,5,4,4,4,4,6,6,6,6,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,100,0,100,50,50,50,100,0,2,2,2,2,4,4,4,2,2,2,6,6,6,3,1,3,1,4,3,1,"Democrat","HappyW"
1240,42,1,4,5,6,6,6,7,4,3,5,4,7,4,2,6,6,6,6,4,6,5,6,5,7,6,5,5,6,7,90,20,85,83,51,25,45,0,5,3,4,4,1,1,1,4,2,3,6,4,4,5,1,2,2,4,1,2,"Democrat","HappyP"
360,50,0,4,5,7,7,7,7,7,7,7,7,5,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,98,2,100,100,99,100,84,99,1,1,1,7,7,7,7,1,1,1,7,7,7,3,3,3,3,3,3,1,"Democrat","HappyP"
649,54,0,3,3,5,6,2,3,6,6,6,5,5,2,2,3,4,4,4,4,1,4,4,4,4,4,3,5,4,20,100,21,100,60,37,59,0,0,4,4,4,4,2,2,3,2,4,4,2,2,4,4,4,3,3,3,1,3,"Democrat","Control"
600,50,1,6,5,7,7,7,7,5,4,4,2,6,4,2,7,7,7,7,7,4,3,1,3,7,1,4,1,7,96,2,100,2,35,87,14,15,0,2,2,2,4,4,4,4,4,2,2,6,5,4,2,1,2,4,4,2,1,"Republican","HappyW"
815,53,0,5,5,5,4,5,5,3,4,7,7,5,3,2,4,3,5,5,4,5,4,4,4,4,4,4,4,4,10,46,34,31,9,19,20,29,28,2,1,3,1,4,3,4,4,4,4,4,4,4,3,4,3,4,3,3,1,"Democrat","HappyQ"
1453,41,1,5,3,2,1,1,1,2,1,4,1,0,1,6,2,1,1,1,2,4,4,4,1,5,4,2,4,4,0,15,0,42,57,55,30,38,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,3,1,1,"Democrat","HappyQ"
282,50,1,4,3,7,7,7,7,7,7,4,1,5,1,2,7,7,7,7,4,4,4,4,4,4,4,4,4,4,51,51,51,51,51,51,51,51,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,"Democrat","Control"
431,53,0,3,4,4,5,2,3,5,4,3,2,7,4,2,4,5,2,3,5,5,5,5,4,5,5,4,4,5,56,61,57,56,61,61,64,61,10,5,5,5,5,5,5,5,6,6,6,2,2,2,1,1,2,1,1,1,2,"Republican","HappyW"
