"duration","age","town_size","gender","edu","attitude_government","ideology","interest","attention_check","ft_inparty_supporter","ft_outparty_supporter","ft_govern_sup","ft_govern_opp","ft_inparty","ft_outparty","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_nationalist","ft_neonazi","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","condition","pids_1","pids_2","pids_3","pids_4","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3R","trait_4R","trait_5R","trait_6","Happy","Angry","Anxious"
479,43,1,2,3,"opponent",5,4,2,62,20,39,43,65,18,42,53,53,50,9,10,3,1,1,1,3,5,5,"ANGW",1,4,4,1,4,4,4,4,5,5,5,4,3,4,4,4,4,0,2,0
281,30,1,1,3,"opponent",3,1,2,60,34,57,39,49,91,55,34,32,32,52,37,3,3,3,4,2,2,3,"ANGW",2,2,2,2,5,4,5,5,4,4,4,5,4,4,3,5,3,0,0,0
332,34,2,2,3,"supporter",7,5,2,56,1,46,50,55,0,18,55,10,2,32,0,4,1,1,1,1,1,1,"ANXW",1,1,3,1,4,4,4,4,6,6,6,4,4,4,4,2,5,0,0,0
548,52,3,2,5,"supporter",7,6,2,70,27,68,29,67,26,33,70,35,28,68,27,3,3,3,3,3,3,1,"ControlW",5,5,5,5,4,2,4,3,4,4,4,4,3,3,3,3,3,0,0,0
657,49,1,2,6,"opponent",2,5,2,91,10,20,62,92,0,92,40,52,24,8,0,3,1,1,1,2,3,2,"ControlW",6,4,4,1,2,1,2,1,7,7,7,2,2,5,5,4,4,0,0,0
598,24,1,2,5,"supporter",7,6,2,57,0,52,15,63,0,31,45,51,45,40,0,1,3,1,1,4,1,1,"ANXW",5,3,4,1,1,1,1,1,4,4,4,2,3,7,5,5,1,0,0,0
589,32,1,2,3,"supporter",9,5,2,100,0,75,0,90,0,0,0,18,0,88,0,3,3,1,5,1,1,1,"ANXW",4,3,5,3,1,1,1,1,5,6,4,3,2,5,4,4,3,0,1,0
608,71,3,1,3,"opponent",2,6,2,77,1,0,90,77,0,76,1,79,71,0,1,1,1,1,1,1,1,2,"ANGW",7,1,1,1,3,1,2,1,1,2,1,1,1,2,2,2,2,0,1,0
301,26,2,1,3,"opponent",6,4,2,0,0,10,0,52,0,0,53,0,45,0,0,1,1,1,1,1,1,3,"ANXW",7,7,4,1,1,4,1,1,1,2,3,4,4,4,4,1,4,0,1,0
664,26,3,2,5,"opponent",2,5,2,61,33,5,14,60,34,54,40,51,17,14,2,1,1,1,1,4,1,1,"HappyW",1,6,4,1,4,1,6,4,6,6,6,3,1,5,4,1,4,1,0,0
566,37,3,2,3,"supporter",10,4,2,41,41,35,46,45,14,0,78,41,42,1,11,3,4,3,3,3,3,5,"ANXW",4,5,4,5,5,5,5,4,4,4,5,4,5,5,5,4,6,0,0,0
512,63,1,1,3,"supporter",2,2,2,96,1,97,6,97,2,12,98,38,1,32,1,2,3,3,3,4,3,5,"ANGW",7,7,6,6,2,2,3,2,4,4,4,4,2,5,4,4,4,0,2,0
325,33,1,1,6,"opponent",10,6,2,93,1,0,89,90,0,0,86,0,0,48,15,5,5,2,2,4,1,1,"ANXW",7,7,7,7,2,1,2,1,4,2,2,1,1,7,7,5,2,0,0,1
295,50,1,1,3,"opponent",0,7,2,99,40,57,94,100,0,99,48,99,99,0,0,5,2,1,1,3,1,3,"ANXW",7,7,7,6,6,6,6,5,5,5,6,4,4,2,2,2,6,0,0,1
665,46,1,2,4,"opponent",2,6,2,72,15,13,67,82,0,73,50,79,68,0,0,3,1,1,1,3,1,1,"ControlW",5,6,6,4,5,5,5,5,4,4,4,4,5,4,4,4,5,0,0,0
441,31,4,1,6,"opponent",3,3,2,70,14,17,76,72,11,69,47,13,26,29,5,2,4,2,2,4,2,5,"ANXW",6,6,6,6,3,4,3,4,5,5,5,2,3,4,4,3,3,0,0,1
350,44,1,1,6,"supporter",10,1,2,18,70,7,50,16,70,23,70,44,20,80,83,3,2,3,3,3,3,1,"ANGW",4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,0,1,0
658,56,1,2,2,"opponent",5,5,2,34,15,27,39,67,4,36,37,40,34,28,20,3,3,3,3,3,3,5,"ANXW",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
478,23,2,2,3,"supporter",9,6,2,81,79,81,0,89,79,32,93,3,16,66,23,2,4,2,2,4,2,2,"HappyW",6,6,7,6,2,1,2,1,3,2,2,2,3,7,7,6,1,0,1,0
599,31,3,1,6,"opponent",1,2,2,78,12,2,97,74,0,96,8,48,47,6,7,2,1,1,1,2,1,3,"HappyW",7,7,7,5,1,1,1,1,1,1,4,2,2,1,3,6,2,1,0,0
307,44,3,2,2,"opponent",5,4,2,100,36,2,0,100,0,43,25,0,56,62,32,5,5,5,5,3,3,4,"ControlW",7,7,7,1,1,1,1,1,4,1,4,1,1,7,7,7,1,0,0,0
674,57,1,2,6,"opponent",4,5,2,76,20,22,77,76,18,64,38,36,53,7,5,4,4,2,2,1,2,1,"ControlW",6,6,6,6,3,3,5,3,3,3,3,4,3,5,5,3,3,0,0,0
458,61,1,1,3,"opponent",5,6,2,83,30,30,73,85,31,83,45,51,75,0,0,3,2,3,2,3,1,2,"ControlW",7,7,7,7,4,2,2,1,4,5,4,4,2,2,4,4,4,0,0,0
4356,79,3,2,6,"opponent",0,6,2,96,5,10,100,100,0,95,10,50,95,0,0,3,3,1,1,2,1,3,"ANXW",7,7,7,7,3,3,3,4,5,6,6,5,3,6,4,4,4,0,0,0
8695,28,1,1,6,"opponent",0,7,2,78,1,74,76,89,0,81,73,34,83,48,0,2,1,1,1,1,4,1,"HappyW",7,7,7,7,5,5,5,5,7,7,7,7,7,1,1,1,4,1,0,0
589,50,3,2,3,"supporter",5,1,2,79,0,78,0,0,0,0,52,0,50,0,0,3,3,3,3,3,1,1,"ANXW",4,5,5,5,4,4,4,4,4,4,4,1,1,7,7,7,1,0,0,0
3669,50,1,1,1,"opponent",5,7,2,98,18,98,99,98,6,98,93,50,99,98,0,3,1,3,1,1,1,1,"ANXW",7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,1,0,0
1189,58,3,1,6,"opponent",5,5,2,85,14,56,32,89,3,33,36,43,72,11,0,3,3,3,2,3,3,2,"HappyW",5,3,2,2,5,5,5,5,5,5,5,5,5,3,3,3,5,2,0,0
578,23,5,2,3,"opponent",3,3,2,51,17,25,55,74,11,48,37,52,9,23,0,2,3,1,1,2,1,1,"ANGW",5,3,4,4,3,3,3,3,5,6,3,3,3,4,5,4,3,0,0,0
1392,45,1,2,2,"supporter",10,6,2,99,1,98,2,98,1,1,98,2,2,31,1,1,3,1,5,5,1,5,"HappyW",7,7,7,7,7,7,7,7,1,1,1,7,7,7,4,4,6,2,0,0
625,43,5,2,2,"opponent",0,1,2,50,49,51,51,49,51,51,50,50,51,48,50,3,3,3,3,3,3,1,"ANGW",4,4,4,4,1,1,1,1,4,1,4,1,1,1,1,1,1,0,1,0
610,28,1,2,6,"opponent",5,2,2,73,21,27,64,74,14,78,37,69,42,0,0,3,2,2,1,3,1,1,"ControlW",5,2,4,5,2,2,2,2,5,6,2,2,2,3,2,4,3,0,0,0
621,74,5,2,6,"opponent",2,4,2,65,25,18,69,71,2,97,35,55,60,0,2,2,1,1,3,1,1,2,"ANGW",6,6,7,1,4,1,2,3,5,5,5,3,4,4,4,4,4,0,1,0
343,66,1,1,6,"opponent",2,5,2,79,2,14,18,71,0,65,29,61,60,4,1,3,3,1,1,1,1,2,"HappyW",5,5,5,5,5,3,4,4,5,6,4,3,3,4,3,3,4,0,0,0
748,46,1,1,3,"opponent",3,4,2,90,18,25,64,83,19,77,14,25,20,10,2,3,3,2,2,3,1,3,"ControlW",4,4,4,2,2,2,3,2,3,3,3,4,2,6,6,5,2,0,0,0
440,51,1,1,3,"opponent",5,1,2,74,0,52,86,87,49,50,48,1,1,49,2,3,3,3,3,3,4,1,"HappyW",7,7,7,1,1,1,4,2,4,4,4,1,1,7,4,5,4,0,0,0
991,36,1,2,5,"opponent",4,6,2,72,0,31,73,75,0,71,49,61,49,11,0,1,1,1,1,1,1,5,"ANXW",5,4,4,5,5,5,5,5,7,7,7,3,4,2,4,4,6,0,0,1
398,57,5,1,6,"supporter",8,6,2,84,0,83,50,80,0,0,60,91,83,48,0,1,3,1,4,1,3,1,"ANXW",4,4,4,4,3,3,4,4,7,7,7,4,4,1,4,4,4,0,0,1
636,31,1,2,6,"supporter",5,5,2,51,40,53,50,58,2,58,58,38,44,21,28,2,3,3,3,4,2,1,"ANXW",5,6,5,4,4,4,4,4,4,3,4,4,4,6,6,3,3,0,0,0
612,19,2,2,3,"opponent",1,7,2,78,0,0,100,82,0,97,57,33,38,0,0,4,2,2,2,2,2,1,"HappyW",7,5,7,7,1,1,1,1,1,1,2,2,3,4,2,2,3,1,0,0
674,22,1,1,5,"opponent",2,5,2,93,8,0,84,89,9,100,24,3,51,0,13,3,4,1,1,4,1,1,"ControlW",3,4,4,4,4,4,4,4,3,2,6,6,7,4,4,4,4,0,0,0
473,65,3,2,6,"opponent",5,7,2,80,5,0,99,71,1,68,34,48,66,0,0,4,3,4,1,4,3,3,"HappyW",7,7,7,1,1,2,2,2,3,4,2,2,4,6,4,4,2,1,0,0
337,30,4,2,3,"opponent",6,4,2,91,4,0,96,86,0,52,48,0,15,23,21,1,3,1,1,5,1,5,"ANGW",7,6,7,1,1,1,1,6,4,2,2,1,1,7,7,7,1,0,0,0
757,32,1,2,4,"supporter",6,7,2,55,2,81,19,91,5,2,53,5,19,51,1,4,4,3,3,5,2,1,"ANGW",6,6,6,4,1,1,2,1,6,2,4,5,3,1,4,2,5,0,2,0
380,43,3,1,6,"opponent",2,5,2,77,14,31,100,77,0,84,8,95,96,0,0,3,1,1,1,1,1,1,"ANXW",7,7,7,4,4,4,4,3,5,4,4,3,4,4,4,4,4,0,1,1
350,24,4,1,4,"opponent",5,3,2,26,29,25,24,27,26,26,25,27,29,32,27,4,2,3,1,4,1,1,"ANXW",4,2,4,1,2,2,2,2,4,4,4,4,4,6,7,4,4,0,0,0
324,26,1,2,3,"opponent",10,4,2,78,0,17,87,78,0,3,79,1,0,41,33,4,4,2,3,4,1,2,"HappyW",4,7,7,1,2,2,2,2,4,4,4,1,4,7,7,7,3,1,0,0
1280,59,3,1,5,"supporter",9,4,2,57,2,68,25,55,1,15,79,54,1,49,1,3,3,3,2,3,3,2,"HappyW",5,4,4,5,5,3,5,5,5,4,6,4,4,4,4,4,4,1,0,0
738,42,1,2,5,"supporter",8,5,2,91,8,92,12,62,6,24,80,0,44,53,49,3,3,3,4,3,3,5,"HappyW",5,5,5,4,1,1,2,2,6,6,6,4,4,4,2,2,2,1,0,0
401,63,4,2,4,"opponent",5,4,2,36,0,0,85,50,0,30,26,38,65,0,0,5,1,1,1,5,1,1,"ControlW",6,6,6,5,1,1,1,1,4,4,4,1,1,7,7,7,1,0,0,0
678,42,4,2,2,"opponent",9,5,2,100,0,1,100,100,0,3,100,12,60,1,0,3,3,1,1,4,1,1,"HappyW",7,7,7,7,1,1,1,1,4,4,4,4,4,6,6,6,2,1,0,0
343,41,4,2,6,"opponent",5,3,2,100,0,0,50,86,0,50,21,50,7,0,0,3,5,3,1,4,1,1,"ControlW",7,7,4,1,2,2,3,2,2,3,4,1,4,6,6,6,1,0,0,0
866,32,2,1,6,"opponent",5,2,2,43,18,9,50,44,18,25,30,30,31,18,23,3,3,2,3,3,2,5,"HappyW",3,4,3,4,4,2,2,4,3,2,2,4,4,5,3,2,1,1,0,0
388,59,1,1,2,"supporter",8,5,2,85,1,84,1,94,2,3,78,8,41,4,1,3,4,3,3,4,2,2,"HappyW",5,5,5,5,1,1,2,3,2,4,2,2,1,6,6,5,1,1,0,0
522,65,5,1,4,"supporter",10,7,2,100,63,100,0,100,33,38,100,74,65,46,0,4,4,4,4,4,3,1,"ControlW",6,6,5,6,6,5,5,5,5,6,5,4,6,5,5,4,5,0,0,0
627,34,2,2,5,"opponent",2,6,2,75,21,24,77,83,22,76,56,68,82,33,31,3,3,3,3,3,1,2,"ControlW",6,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
603,37,1,1,6,"opponent",2,5,2,92,1,20,100,99,1,1,57,98,91,1,1,3,3,3,3,3,3,2,"ANXW",1,1,1,1,1,1,1,1,6,6,6,3,3,3,3,3,3,0,0,1
336,58,4,1,6,"supporter",5,4,2,80,9,90,85,88,24,50,64,5,28,71,30,4,4,4,2,3,4,1,"ANXW",5,6,5,4,6,6,6,6,6,4,4,4,5,5,3,3,3,0,1,1
298,31,2,1,5,"supporter",10,4,2,98,3,95,1,99,5,1,97,2,99,2,2,1,1,2,3,4,2,3,"ANGW",7,7,7,7,1,1,1,1,1,1,1,1,1,6,2,5,1,0,2,0
574,27,3,2,5,"opponent",7,4,2,53,51,35,22,38,39,55,38,59,46,66,39,3,3,2,3,4,2,3,"ANGW",5,4,3,3,4,5,5,3,5,3,3,5,4,3,4,5,3,0,0,0
311,25,1,1,6,"supporter",8,4,2,71,18,72,33,77,13,16,66,32,53,48,3,2,3,3,3,3,3,2,"HappyW",5,6,5,6,2,2,2,2,5,6,5,4,4,5,4,4,3,2,0,0
482,19,4,1,3,"supporter",7,3,2,50,39,52,49,53,25,70,60,70,62,31,24,3,1,1,1,3,1,2,"ANXW",3,3,4,1,4,1,1,1,5,5,5,4,5,5,1,1,4,0,0,1
3375,45,1,1,3,"supporter",10,6,2,76,2,81,1,75,2,2,82,50,48,3,0,3,4,3,2,3,3,2,"HappyW",6,7,6,6,1,1,1,1,6,6,6,4,4,4,4,4,4,1,0,0
3006,28,1,1,3,"supporter",10,7,2,48,85,73,53,47,55,51,37,48,55,32,45,5,5,4,4,4,5,4,"ANXW",6,7,7,7,3,4,4,4,5,4,4,5,5,6,5,5,5,0,0,0
371,51,2,2,3,"supporter",8,4,2,75,4,70,35,80,12,20,80,0,0,0,0,4,4,3,5,5,2,1,"ControlW",4,5,4,5,5,5,5,5,6,6,6,6,6,4,4,4,6,0,0,0
8053,19,2,2,1,"supporter",10,4,2,46,50,48,43,42,43,45,47,61,43,0,0,3,3,3,3,3,3,3,"ANGW",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
284,45,2,1,3,"opponent",2,2,2,67,26,19,90,77,32,75,38,76,72,34,24,3,3,3,2,3,2,1,"ANGW",6,6,6,2,3,4,4,4,4,4,4,5,5,5,5,4,4,0,0,0
436,60,4,2,3,"supporter",5,6,2,54,0,47,32,43,0,38,40,0,18,0,0,3,4,2,4,4,2,2,"ControlW",6,5,4,4,2,2,3,2,6,7,6,5,2,6,5,5,3,0,0,0
353,48,1,2,6,"opponent",3,5,2,72,4,25,51,72,4,63,21,50,48,4,3,4,3,2,2,4,2,2,"ANGW",5,4,4,5,2,2,2,2,4,4,4,3,1,7,2,3,3,0,1,0
426,33,3,2,5,"opponent",3,6,2,83,0,0,97,89,0,83,9,68,61,0,0,3,2,1,1,3,1,2,"HappyW",7,7,7,7,2,1,2,2,1,1,5,1,1,7,6,6,2,1,0,0
331,36,3,2,6,"opponent",10,6,2,100,0,0,73,100,0,0,100,7,0,90,0,4,5,5,2,2,4,1,"HappyW",7,7,7,7,1,1,1,1,2,3,1,1,1,7,7,7,1,1,0,0
670,55,3,1,6,"opponent",6,5,2,50,33,50,49,50,33,48,68,31,49,99,99,3,3,3,5,3,3,3,"ControlW",4,5,2,4,1,5,6,7,1,5,1,2,5,5,4,5,4,0,0,0
373,20,3,1,3,"opponent",10,2,2,62,0,51,50,66,0,0,34,0,0,60,0,4,1,3,3,1,1,4,"ANGW",7,4,5,1,3,2,2,2,4,6,2,2,2,5,6,6,2,0,1,0
2025,31,5,2,5,"opponent",0,2,2,100,0,0,99,100,1,50,45,50,85,0,1,5,3,3,1,5,3,1,"ANGW",7,7,7,4,1,2,2,2,2,2,2,1,1,7,6,5,2,0,2,0
612,24,3,1,5,"opponent",8,4,2,79,3,2,3,84,2,51,48,19,63,2,4,3,3,5,3,4,5,1,"ControlW",7,7,6,3,4,2,2,2,2,2,2,4,3,4,4,5,3,0,0,0
284,50,3,2,3,"supporter",10,7,2,100,0,100,0,100,0,0,100,0,62,0,0,3,4,4,1,3,4,2,"ANXW",7,7,7,7,2,7,1,2,1,1,1,1,1,7,7,7,1,0,0,1
663,53,1,2,3,"supporter",1,4,2,78,1,50,3,77,1,50,50,4,1,50,1,2,4,5,4,3,3,1,"ANGW",5,1,2,4,1,1,2,1,4,2,4,5,1,7,6,4,2,0,1,0
4017,45,2,1,2,"supporter",10,4,2,82,18,65,37,92,25,45,58,58,48,53,25,4,3,3,3,4,3,3,"ControlW",5,7,6,4,4,5,4,4,4,4,4,5,5,4,5,5,4,0,0,0
294,23,1,1,3,"supporter",5,4,2,87,0,70,57,100,58,53,47,38,58,58,53,3,3,3,3,3,3,3,"ANXW",6,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1
314,59,2,1,3,"opponent",3,4,2,88,0,0,95,87,0,92,20,18,96,0,0,5,5,1,1,5,1,5,"ANXW",7,7,7,7,3,1,3,3,5,6,5,2,1,7,7,7,1,0,0,0
661,46,4,1,4,"supporter",10,6,2,100,0,100,10,100,0,0,100,0,39,41,0,1,3,2,3,1,1,1,"ANXW",7,7,7,6,1,1,1,1,5,5,5,3,2,3,3,3,1,0,0,2
472,54,5,2,3,"supporter",10,4,2,70,0,82,0,76,0,0,100,0,0,100,0,1,5,2,3,4,1,2,"ANGW",4,4,4,4,1,1,2,1,3,1,4,2,1,7,7,1,1,0,2,0
625,70,3,2,6,"supporter",5,6,2,96,58,0,0,93,72,50,10,75,75,0,0,3,1,1,1,3,1,2,"ControlW",1,1,1,1,6,6,7,7,6,6,6,7,7,1,1,1,7,0,0,0
2152,47,1,1,2,"opponent",8,3,2,33,41,51,42,30,35,51,38,26,50,57,44,3,3,3,3,3,3,4,"ANGW",3,2,1,3,6,6,6,6,4,4,4,5,5,5,5,5,5,0,1,0
616,22,2,1,4,"opponent",5,2,2,50,18,50,50,50,50,50,50,38,50,50,50,3,4,2,3,4,2,5,"ANGW",4,3,4,2,3,4,4,4,4,4,4,4,4,6,4,4,3,0,0,0
627,18,5,1,3,"opponent",2,4,2,63,12,34,80,56,30,78,22,43,47,45,15,4,3,1,1,2,1,3,"ANGW",6,5,4,4,3,3,3,4,3,2,4,3,4,4,5,4,3,0,1,0
476,49,1,2,3,"supporter",6,4,2,100,100,100,47,85,46,100,100,66,70,49,0,2,3,3,2,3,2,1,"ANXW",5,2,4,4,4,4,5,4,5,5,5,4,4,4,4,4,4,0,0,1
5325,27,1,1,3,"supporter",6,5,2,77,48,41,74,74,42,49,51,58,62,0,0,2,2,1,1,3,1,1,"ControlW",2,3,3,3,4,5,6,6,4,6,5,7,6,2,4,2,5,0,0,0
558,31,1,2,2,"opponent",5,4,2,81,72,53,18,85,85,79,50,70,76,0,49,4,3,3,1,3,1,2,"HappyW",6,7,7,2,4,3,4,4,4,4,6,4,4,4,4,4,4,0,0,0
324,67,3,1,3,"opponent",0,4,2,89,1,2,88,89,6,90,13,7,47,9,2,4,4,3,2,4,2,2,"HappyW",2,1,4,1,3,4,4,4,3,3,3,4,4,4,4,4,4,0,0,0
353,24,1,1,6,"opponent",4,4,2,68,0,17,68,80,12,55,39,33,31,30,29,3,3,3,1,2,1,3,"ANGW",3,3,3,1,3,3,5,3,5,5,6,5,3,4,4,4,4,0,0,0
508,21,1,2,3,"opponent",5,4,2,45,43,37,50,39,39,55,67,50,27,38,0,1,1,1,1,1,1,2,"ANGW",5,3,2,3,5,4,4,3,4,4,5,3,4,4,3,4,4,0,1,0
424,56,5,2,3,"supporter",10,6,2,87,44,90,60,100,67,35,100,68,39,41,54,4,4,4,4,4,4,4,"ANXW",6,6,6,6,6,4,4,4,3,4,3,5,5,3,4,3,4,0,0,1
664,35,2,1,6,"opponent",10,3,2,67,46,24,22,80,25,47,42,42,36,42,24,2,3,2,3,2,3,2,"ANGW",6,6,6,2,1,1,1,1,4,4,4,1,1,7,7,6,1,0,0,0
337,25,1,2,6,"opponent",6,4,2,56,37,44,63,57,32,47,54,41,20,58,0,4,4,2,1,4,1,5,"HappyW",5,5,4,3,5,5,6,5,6,6,6,5,3,4,3,3,4,2,0,0
2941,35,1,2,3,"supporter",6,6,2,73,36,56,36,85,44,49,53,49,44,68,75,3,3,4,2,4,4,1,"ANGW",5,4,4,4,5,4,4,5,5,5,4,4,3,4,4,3,5,0,1,0
373,18,5,2,3,"opponent",10,4,2,100,14,37,77,100,0,7,84,32,25,67,0,4,4,3,1,4,1,1,"HappyW",6,5,5,6,2,2,3,4,2,4,1,7,6,6,6,6,6,2,0,0
724,18,1,2,1,"opponent",5,1,2,58,5,8,13,59,4,49,50,3,49,35,0,4,4,4,2,5,5,1,"HappyW",6,5,4,1,2,2,3,2,2,2,1,4,4,4,4,5,4,0,0,0
315,61,5,1,4,"opponent",7,7,2,100,3,2,97,99,1,57,61,48,2,92,2,4,4,5,4,4,4,2,"ControlW",7,7,7,7,2,2,2,2,3,3,3,3,2,6,7,5,2,0,0,0
649,54,1,2,3,"supporter",9,6,2,92,4,89,8,94,2,3,10,1,5,0,1,3,4,4,4,4,3,2,"ANGW",6,6,6,6,2,2,2,2,4,4,4,4,4,5,6,5,4,0,1,0
619,50,2,1,4,"opponent",4,5,2,94,17,51,53,92,17,51,50,48,57,4,0,3,2,2,2,2,1,2,"HappyW",5,5,4,4,5,3,5,5,6,6,6,4,3,5,6,3,3,2,0,0
610,39,1,2,6,"supporter",10,7,2,98,9,99,2,99,9,4,97,5,98,1,1,2,1,1,2,1,1,3,"HappyW",7,7,7,7,2,7,2,2,1,1,1,1,1,7,7,1,1,0,0,0
951,56,2,1,4,"opponent",1,3,2,84,57,12,52,60,0,58,42,70,62,46,0,3,3,2,2,3,1,1,"ANGW",7,6,6,1,1,4,5,2,7,7,7,1,1,1,1,1,1,0,1,0
1178,45,1,2,2,"supporter",5,1,2,50,50,50,50,50,50,50,50,50,50,50,0,4,3,3,2,3,1,5,"ControlW",4,4,4,4,4,4,4,4,6,6,6,4,6,1,1,1,4,0,0,0
931,28,1,2,2,"supporter",10,4,2,3,98,13,23,54,87,67,61,40,56,52,53,4,4,4,4,4,4,5,"HappyW",3,7,7,7,3,2,2,6,5,5,5,6,6,7,5,7,6,0,0,0
306,21,1,2,3,"opponent",2,3,2,80,25,20,85,75,15,85,40,80,60,5,0,3,2,2,1,2,1,1,"ControlW",6,3,4,3,5,5,4,5,6,6,6,4,2,5,2,1,5,0,0,0
724,40,1,1,6,"opponent",5,6,2,91,53,2,75,91,1,74,66,99,100,1,1,2,5,5,1,5,5,4,"ControlW",7,7,4,1,4,4,4,4,7,7,7,4,4,4,4,1,4,0,0,0
1563,22,3,2,4,"opponent",4,1,2,86,48,40,86,85,48,33,60,11,11,61,0,2,2,3,2,1,2,1,"ANXW",2,4,4,1,4,4,4,4,5,6,4,4,4,4,4,5,4,0,0,0
545,19,3,1,4,"opponent",0,4,2,62,44,45,56,62,47,52,49,52,51,66,33,3,3,2,1,2,2,2,"HappyW",5,5,3,1,5,5,4,5,6,7,6,4,4,4,4,4,4,2,0,0
536,19,3,1,3,"opponent",0,1,2,55,52,48,45,48,47,47,56,49,56,49,56,3,3,3,3,3,3,3,"ControlW",4,4,4,4,4,4,4,4,2,2,5,4,4,4,4,4,4,0,0,0
404,29,4,2,3,"supporter",5,5,2,49,1,60,1,48,0,50,52,0,48,49,0,3,3,3,3,3,3,3,"ANGW",4,4,4,5,1,1,1,1,5,5,5,4,4,4,4,4,4,0,1,0
2646,56,4,1,3,"opponent",3,6,2,90,1,0,100,90,0,80,4,90,63,0,0,3,2,2,1,3,2,2,"ANGW",7,7,7,1,2,1,2,2,2,1,4,2,4,5,5,5,2,0,1,0
643,30,2,1,6,"opponent",4,3,2,86,18,31,94,77,13,70,49,49,78,1,1,2,2,1,3,3,1,2,"ControlW",5,4,6,1,5,4,5,5,6,6,6,4,4,4,4,4,4,0,0,0
544,34,1,2,3,"supporter",10,5,2,60,65,75,70,57,52,30,72,53,57,57,72,4,5,3,3,4,5,4,"ControlW",6,7,3,3,2,4,3,5,6,7,4,7,3,5,3,4,7,0,0,0
649,47,3,1,2,"opponent",5,4,2,59,26,50,68,53,50,50,51,49,48,47,6,3,3,1,2,1,1,1,"HappyW",4,4,4,2,4,3,3,4,6,6,6,3,4,4,4,4,4,0,0,0
5643,30,4,2,6,"opponent",2,6,2,61,40,35,55,63,33,65,47,76,60,0,0,4,2,2,2,2,1,1,"HappyW",6,3,4,3,5,4,5,3,6,5,5,5,3,5,3,3,5,2,0,0
572,27,4,1,3,"supporter",6,4,2,46,56,57,44,49,47,43,45,52,48,47,45,3,3,3,3,3,3,3,"ControlW",4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,0,0,0
992,24,4,1,3,"supporter",5,4,2,56,54,56,52,52,51,56,53,54,58,53,56,3,3,3,3,3,3,3,"ControlW",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
675,23,2,1,5,"opponent",10,4,2,72,10,29,71,72,6,49,81,71,61,54,32,4,4,3,3,4,4,3,"HappyW",1,2,4,1,4,4,4,4,6,7,6,6,4,5,4,4,4,2,0,0
6579,55,2,1,3,"opponent",3,4,2,72,1,1,98,72,0,87,26,74,51,0,1,4,2,1,1,4,1,1,"HappyW",4,3,4,2,1,1,1,1,5,5,5,5,4,6,5,6,3,2,0,0
438,42,5,1,5,"supporter",10,5,2,58,27,73,0,73,23,38,50,30,65,45,16,4,4,5,1,2,1,1,"ANGW",6,5,5,5,2,2,2,3,6,6,6,6,1,6,4,4,3,0,2,0
649,24,1,1,6,"opponent",6,4,2,77,0,10,35,83,0,23,14,30,42,42,8,3,2,3,3,2,1,4,"ANGW",4,4,3,4,1,1,1,1,1,1,1,4,2,4,1,4,1,0,0,0
436,22,2,2,3,"supporter",8,7,2,81,0,33,54,62,0,0,91,0,0,73,0,5,3,1,4,2,1,1,"ANXW",2,3,2,1,2,1,1,3,6,6,7,5,3,7,6,6,2,0,0,0
823,58,5,1,3,"opponent",5,6,2,86,6,30,99,77,0,54,99,52,78,0,0,3,2,1,3,3,1,5,"ANXW",7,1,4,7,4,3,5,3,4,4,4,3,3,4,7,4,4,0,0,1
606,32,1,2,2,"supporter",5,2,2,0,30,78,30,100,53,5,48,17,10,25,35,2,2,3,3,3,2,3,"HappyW",1,4,2,1,3,3,3,4,4,3,3,2,3,3,3,1,3,1,0,0
560,41,2,2,3,"opponent",5,6,2,75,14,45,50,62,18,61,49,47,47,1,0,3,3,3,3,3,3,1,"ControlW",6,5,4,7,3,3,3,1,1,1,1,4,7,7,7,4,1,0,0,0
660,44,2,1,3,"supporter",10,7,2,100,0,100,0,100,0,0,100,0,49,0,0,3,3,3,3,3,3,2,"ANXW",7,7,7,7,1,1,1,1,1,1,1,6,1,7,7,7,1,0,0,0
8581,68,1,1,3,"supporter",8,6,2,90,38,100,50,100,0,50,90,70,2,0,1,3,3,3,1,4,1,3,"ANXW",6,6,6,5,6,5,6,6,7,7,6,6,6,3,4,4,5,0,0,2
4820,45,1,1,3,"supporter",10,1,2,92,0,0,100,85,0,59,10,15,44,0,0,4,3,3,1,3,3,2,"ControlW",1,1,1,7,6,5,2,4,4,4,6,2,4,6,1,5,6,0,0,0
542,61,2,1,3,"opponent",2,6,2,86,11,15,86,84,12,51,25,14,86,0,1,3,3,2,1,2,2,5,"ANGW",1,1,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,0,0,0
