"duration","age","town_size","gender","edu","attitude_government","ideology","interest","attention_check","ft_inparty_supporter","ft_outparty_supporter","ft_govern_sup","ft_govern_opp","ft_inparty","ft_outparty","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_nationalist","ft_neonazi","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","condition","pids_1","pids_2","pids_3","pids_4","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3R","trait_4R","trait_5R","trait_6","Happy","Angry","Anxious"
635,74,3,2,6,"supporter",8,5,1,99,0,0,100,100,0,6,100,8,40,86,0,3,3,3,3,3,3,1,"ControlW",6,6,6,6,1,1,2,1,2,2,2,4,5,4,4,3,4,0,0,0
377,37,4,2,6,"opponent",4,3,4,86,0,0,100,83,0,76,77,7,100,0,0,2,2,1,2,3,1,4,"HappyW",6,6,4,4,3,4,4,3,4,7,2,4,4,6,4,4,3,2,0,0
343,32,3,2,3,"opponent",9,6,2,73,14,14,92,50,0,13,87,5,56,11,4,5,1,1,1,3,1,2,"ControlW",5,5,5,7,2,3,2,2,4,4,4,1,1,7,7,4,1,0,0,0
340,39,4,2,3,"opponent",0,4,1,87,2,0,83,92,4,84,18,51,78,5,0,4,4,4,4,3,2,3,"ControlW",6,7,7,6,1,1,2,3,4,3,4,2,2,6,2,2,2,0,0,0
329,44,5,2,6,"opponent",2,5,4,94,1,1,98,94,1,78,49,67,71,1,1,5,1,1,1,1,1,1,"ANGW",5,6,5,6,3,1,3,1,5,5,5,4,2,5,6,3,4,0,0,0
307,33,5,2,6,"supporter",4,4,5,92,2,82,1,94,1,51,55,47,55,58,3,4,5,2,4,4,2,2,"ANXW",5,4,5,5,2,2,2,2,5,5,5,2,2,6,6,6,2,0,0,2
357,40,5,2,6,"supporter",8,5,1,96,0,81,0,94,0,4,93,1,0,50,1,3,4,3,3,4,3,5,"ANXW",4,4,4,4,2,2,2,2,7,7,7,4,4,6,6,6,2,0,0,0
316,33,4,1,6,"opponent",5,3,2,51,20,20,51,51,5,20,51,30,15,15,0,3,3,1,1,1,2,1,"ControlW",1,4,7,5,4,3,4,4,4,1,4,4,4,4,4,4,4,0,0,0
445,41,3,1,6,"opponent",4,4,4,50,15,15,50,60,0,50,50,50,50,0,0,1,1,1,1,1,1,1,"HappyW",4,4,4,5,4,3,4,2,4,3,4,2,3,1,2,1,4,1,0,0
635,63,1,2,6,"opponent",4,6,4,60,0,5,65,94,1,56,22,95,98,8,3,4,1,1,1,4,1,2,"ControlW",7,7,4,1,5,5,5,2,7,7,7,1,4,7,4,6,3,0,0,0
312,37,5,1,6,"opponent",0,6,1,100,0,18,100,100,0,100,25,91,100,0,0,1,1,1,1,1,1,2,"HappyW",6,4,4,5,4,4,4,4,2,2,2,4,4,4,4,4,4,0,0,2
282,64,3,1,4,"opponent",4,2,2,69,38,39,55,60,39,40,51,42,63,41,9,5,5,5,1,5,3,2,"ANXW",5,5,5,3,2,2,2,2,3,4,3,5,4,4,4,4,3,0,0,0
403,32,1,1,6,"opponent",5,6,4,55,36,25,75,60,17,14,54,50,7,15,0,1,1,1,1,3,1,3,"ANGW",6,6,4,4,3,2,3,3,5,4,4,1,2,6,6,4,2,0,1,0
296,29,3,1,5,"opponent",2,5,5,100,13,15,100,76,5,89,34,0,21,31,0,2,4,2,1,2,2,1,"ANGW",6,5,4,6,6,4,5,3,6,6,5,2,2,4,5,4,4,0,2,0
355,34,4,2,3,"opponent",4,6,2,100,0,25,59,100,0,28,77,5,36,67,44,3,5,5,5,5,3,1,"ANXW",4,4,4,4,5,4,4,3,6,5,4,1,4,4,4,4,4,0,0,0
435,31,5,2,6,"opponent",8,5,2,87,1,13,59,84,0,0,73,51,12,50,0,1,3,1,3,3,2,1,"ControlW",7,5,4,4,5,2,6,5,4,4,4,2,3,5,5,3,3,0,0,0
283,48,5,2,6,"opponent",3,4,2,82,0,1,99,91,1,68,50,81,75,4,1,5,2,1,3,3,1,1,"HappyW",7,7,4,4,1,1,1,1,4,4,4,1,1,7,7,7,1,2,0,0
403,59,3,2,5,"supporter",0,6,3,74,32,49,50,81,11,83,35,31,33,3,0,3,4,2,5,5,1,5,"ControlW",4,2,1,1,2,2,2,2,5,7,6,1,2,4,6,6,1,0,0,0
377,43,5,2,6,"supporter",9,5,3,96,8,89,37,97,14,30,94,53,27,42,0,2,4,3,2,4,3,2,"ANGW",6,5,6,4,5,5,4,3,4,5,3,5,5,4,3,2,5,0,2,0
399,29,1,2,6,"supporter",6,4,2,74,16,51,34,74,2,35,71,19,1,73,0,3,4,1,3,4,1,5,"ANXW",5,4,4,3,4,4,4,4,7,7,7,2,2,2,5,2,1,0,1,0
276,26,5,2,6,"opponent",5,5,1,62,25,44,50,82,22,53,63,25,20,28,12,2,2,1,3,1,1,1,"ANGW",5,3,3,1,3,4,4,3,7,7,6,2,3,5,5,3,4,0,0,0
317,29,4,1,3,"opponent",0,7,2,100,10,33,53,96,0,100,47,95,92,0,0,1,1,1,1,1,1,1,"ControlW",7,6,4,1,3,5,6,5,6,4,6,4,1,6,6,4,4,0,0,0
369,41,3,2,6,"opponent",2,7,1,68,21,22,76,70,22,67,51,69,52,0,0,5,1,1,1,3,1,1,"ControlW",7,5,7,6,4,4,4,4,5,5,5,3,4,5,4,3,4,0,0,0
360,73,3,1,3,"supporter",0,1,2,100,0,0,100,100,0,100,0,0,100,0,0,4,1,4,3,3,2,3,"ControlW",1,1,1,1,7,7,7,7,7,7,7,7,7,1,1,1,7,0,0,0
192,37,5,1,5,"supporter",9,5,2,44,51,53,58,63,88,80,64,32,44,49,85,4,3,4,4,3,3,4,"ANGW",5,6,4,6,6,4,5,5,4,3,6,4,5,6,5,5,6,0,1,0
152,36,3,2,6,"supporter",7,4,1,85,4,89,14,85,0,15,77,54,4,47,0,2,4,3,2,3,3,1,"ANXW",7,6,6,4,4,3,4,4,5,5,5,4,4,4,4,4,4,0,1,1
314,31,1,1,6,"opponent",4,4,4,42,1,2,82,47,15,40,26,1,1,1,1,4,4,1,1,4,1,1,"ANGW",7,5,7,1,2,1,2,2,2,1,3,1,1,6,6,4,1,0,1,0
770,51,5,2,6,"opponent",0,5,1,95,5,10,95,95,5,85,45,75,95,0,0,3,3,3,2,4,2,5,"ANGW",7,6,4,7,4,2,4,1,6,6,6,4,2,5,4,4,4,0,0,0
1449,42,4,2,2,"opponent",3,4,1,65,25,34,66,65,18,51,51,31,69,15,8,3,3,3,2,3,3,1,"ControlW",4,4,6,4,3,4,5,4,4,4,4,3,3,2,3,5,3,0,0,0
282,41,3,2,6,"opponent",5,7,2,99,1,60,99,99,0,99,100,100,76,1,1,1,1,1,1,1,1,3,"ANXW",5,6,5,5,5,5,5,2,7,7,7,5,5,3,3,3,5,0,1,1
272,51,3,2,6,"opponent",3,1,1,44,12,25,58,42,14,53,42,30,42,29,1,4,4,4,1,4,3,1,"ANGW",4,4,4,2,3,1,3,1,4,4,4,2,1,6,6,4,3,0,0,0
324,50,2,2,3,"opponent",6,4,2,93,15,45,73,89,14,41,51,16,4,56,10,1,2,2,2,1,2,1,"HappyW",4,5,4,3,5,5,6,5,7,7,7,5,5,4,4,1,5,1,0,0
836,30,4,1,6,"opponent",1,3,2,78,14,10,84,76,15,81,25,61,23,11,7,2,5,1,1,4,1,1,"ANXW",5,3,3,3,5,5,4,5,2,3,2,2,1,7,5,4,2,0,0,2
287,30,5,1,6,"opponent",2,4,2,55,21,12,26,57,1,56,32,53,66,36,35,2,2,1,1,2,1,1,"ControlW",4,4,5,3,3,2,2,2,5,5,3,2,1,2,7,2,2,0,0,0
331,26,2,1,3,"supporter",9,4,2,54,59,51,71,56,58,59,51,73,46,67,58,3,3,3,3,3,3,3,"HappyW",4,4,4,4,4,4,4,4,1,1,1,4,4,4,4,4,4,0,0,0
148,27,4,1,3,"supporter",9,1,2,48,75,40,33,72,35,38,32,58,37,25,42,2,3,2,4,4,3,1,"HappyW",3,7,4,1,4,2,6,3,6,5,5,3,3,4,7,3,6,0,0,0
195,35,4,1,3,"opponent",4,2,2,57,50,51,49,55,47,50,49,40,40,47,31,3,4,1,2,3,1,1,"HappyW",4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
312,28,4,1,6,"opponent",4,2,1,49,49,52,51,50,50,50,52,26,24,69,24,4,5,4,3,4,3,2,"HappyW",4,4,4,2,3,3,3,3,4,4,4,4,4,4,4,4,4,0,0,0
310,41,5,1,6,"opponent",2,5,2,80,50,50,80,80,50,70,47,80,81,0,0,1,1,1,1,1,1,1,"ControlW",5,5,4,4,4,4,4,4,7,7,7,4,4,4,1,1,4,0,0,0
326,63,4,2,3,"opponent",1,4,1,61,5,49,68,66,15,72,41,48,50,1,0,2,1,2,4,2,1,1,"ControlW",5,4,4,4,2,2,2,2,5,5,5,3,2,6,6,4,3,0,0,0
430,49,4,1,5,"supporter",9,6,4,66,71,73,49,66,79,35,95,2,2,98,1,5,5,1,5,5,4,1,"ANXW",2,6,2,1,4,4,6,6,3,7,3,1,4,1,4,4,2,0,0,1
511,53,2,2,3,"supporter",4,5,4,97,2,94,16,95,3,52,77,17,4,87,1,4,4,2,3,4,2,4,"ANXW",6,6,6,6,3,3,5,4,2,2,2,4,3,6,3,5,3,0,0,0
383,70,5,2,5,"opponent",0,7,1,94,0,1,99,99,0,97,8,97,81,0,0,4,3,1,1,4,1,3,"ANGW",7,7,7,1,5,3,4,4,5,6,5,5,4,4,4,4,5,0,0,0
433,59,5,1,5,"supporter",4,5,3,49,34,70,50,67,35,64,50,81,73,26,0,2,4,2,2,3,2,2,"HappyW",5,5,4,5,5,4,5,5,6,6,6,6,6,2,2,2,6,0,0,0
156,41,1,1,3,"supporter",9,5,2,38,68,78,62,67,73,68,62,47,62,72,63,4,3,4,3,3,4,3,"ANXW",5,5,4,6,5,5,4,4,3,5,5,4,5,5,3,3,6,0,0,0
954,44,1,1,6,"opponent",1,3,2,91,28,35,53,92,8,78,25,51,93,1,1,1,1,1,1,1,1,2,"ControlW",7,4,4,4,2,2,2,2,3,4,4,2,4,4,4,4,4,0,0,0
386,33,4,2,5,"opponent",3,3,2,41,32,38,54,52,44,47,44,35,8,11,1,3,3,3,3,3,3,1,"ControlW",2,4,3,2,5,4,4,2,3,3,3,5,4,6,7,5,3,0,0,0
374,32,1,1,6,"supporter",4,4,2,39,37,39,40,46,51,37,56,31,30,64,30,4,4,4,4,4,4,4,"HappyW",4,3,3,3,4,5,4,4,3,3,3,4,4,4,5,5,5,0,0,0
128,62,4,2,4,"opponent",4,5,1,95,1,5,95,76,2,25,27,60,82,2,2,4,3,2,2,3,1,1,"ANXW",7,7,7,1,2,2,3,2,4,4,4,5,5,4,3,4,5,0,0,0
173,49,1,2,3,"supporter",9,7,1,99,100,100,100,100,100,100,100,100,100,100,100,5,5,5,5,5,5,5,"ControlW",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0
338,46,2,2,3,"supporter",5,4,5,100,1,91,1,99,2,50,99,1,55,99,2,3,3,5,3,3,5,4,"ANXW",6,6,6,4,7,7,6,7,4,4,4,7,7,1,1,1,7,0,0,1
472,51,5,1,4,"opponent",2,7,1,56,10,24,70,47,3,73,22,75,70,28,0,3,3,4,5,5,3,5,"ControlW",7,6,7,1,1,1,2,1,7,7,7,2,5,4,3,2,3,0,0,0
1033,68,3,2,6,"opponent",2,6,1,98,2,2,98,98,3,95,3,72,94,0,2,4,3,2,1,4,1,3,"ANGW",6,6,6,2,3,2,2,2,4,4,4,5,3,2,2,4,4,0,1,0
232,28,3,1,6,"opponent",0,2,2,69,12,20,74,64,13,70,9,79,51,9,0,2,3,1,2,2,1,1,"ControlW",4,5,4,4,5,4,4,4,4,4,4,4,3,4,5,4,4,0,0,0
324,30,5,1,6,"opponent",4,4,3,70,0,25,70,70,0,50,50,36,37,0,0,4,3,1,1,5,1,2,"ControlW",2,4,4,1,3,3,3,1,4,4,4,2,3,3,5,3,3,0,0,0
371,50,1,2,6,"opponent",9,6,2,95,0,29,9,97,0,0,96,19,0,73,0,3,4,2,4,2,3,1,"ANGW",5,4,4,1,4,4,4,4,5,5,5,4,4,4,4,4,4,0,1,0
633,69,3,1,3,"supporter",0,5,3,90,0,0,97,89,0,52,42,78,73,0,0,4,3,3,2,4,3,2,"HappyW",1,1,1,1,6,6,6,6,7,7,7,6,2,7,7,5,6,0,0,0
388,45,5,2,3,"opponent",3,7,2,100,0,0,100,100,0,100,46,47,50,0,0,5,5,4,4,4,4,2,"ControlW",7,4,4,1,2,2,4,2,4,4,6,4,4,4,4,4,4,0,0,0
454,26,4,1,5,"opponent",4,7,4,98,2,1,51,98,1,62,92,99,88,1,1,1,1,1,1,1,1,1,"ControlW",4,4,4,4,1,1,1,1,6,6,6,3,1,7,7,7,1,0,0,0
411,36,4,1,6,"opponent",6,5,3,63,19,23,62,76,19,37,32,37,34,17,10,3,2,4,2,3,3,2,"ControlW",3,2,2,2,4,2,3,3,5,6,4,4,3,5,4,4,4,0,0,0
319,37,5,2,6,"opponent",9,1,4,98,26,29,98,49,1,23,29,9,73,52,49,4,5,1,2,3,4,1,"HappyW",3,1,4,2,6,5,4,7,2,3,1,4,4,4,4,4,4,0,0,0
211,48,3,2,3,"opponent",0,6,2,98,1,1,99,99,0,99,3,40,98,1,1,1,3,1,1,4,1,1,"HappyW",7,7,7,1,1,1,1,1,2,2,2,1,1,7,7,7,1,1,0,0
536,30,2,1,3,"supporter",4,4,2,47,62,61,63,52,54,37,63,47,60,50,52,3,4,4,3,3,2,2,"ControlW",4,5,5,5,4,4,4,5,5,4,4,4,4,4,5,4,3,0,0,0
251,47,3,2,3,"supporter",9,6,4,89,89,91,10,90,87,20,92,45,10,71,46,3,3,3,3,3,3,1,"ANGW",6,6,6,6,1,1,1,3,4,4,4,4,4,4,4,4,4,0,0,0
396,70,5,2,6,"supporter",9,6,2,87,8,95,20,92,1,54,88,52,25,37,1,1,4,1,2,4,2,1,"ControlW",4,6,6,5,5,4,5,5,6,6,5,4,3,5,4,5,3,0,0,0
251,41,1,1,3,"supporter",8,4,2,88,31,88,54,51,31,52,88,49,34,23,12,3,2,3,2,2,2,2,"ControlW",3,4,4,4,4,4,4,5,6,6,6,4,4,4,4,4,4,0,0,0
356,30,4,1,6,"opponent",0,6,3,100,0,0,100,100,0,100,0,70,100,0,0,4,1,1,1,1,1,1,"ANGW",3,2,4,5,3,2,2,2,4,1,4,2,1,6,6,4,2,0,0,0
494,37,2,1,6,"opponent",4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,"ANXW",7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
178,37,5,1,6,"opponent",1,1,2,53,1,1,72,66,3,67,64,51,40,2,1,3,3,1,1,1,1,1,"ANGW",7,4,7,6,1,1,1,1,1,1,1,1,1,5,7,3,3,0,2,1
411,25,3,1,6,"supporter",9,2,2,28,35,45,37,35,20,23,50,44,47,43,18,3,3,3,3,3,3,3,"ANGW",4,4,4,4,4,4,4,4,1,1,2,4,4,4,4,4,4,0,1,0
202,29,3,2,6,"supporter",6,4,2,45,46,47,52,47,48,48,48,45,47,48,50,3,3,3,3,3,3,3,"ANGW",4,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
635,77,1,2,6,"opponent",2,4,3,84,7,7,84,82,16,84,6,68,45,8,5,4,3,2,3,3,2,2,"ControlW",6,6,6,4,1,1,2,2,4,4,4,3,6,7,6,6,1,0,0,0
433,31,4,1,6,"opponent",4,4,2,52,1,13,51,79,1,50,49,0,51,2,2,3,3,3,3,3,3,5,"ANXW",4,7,7,1,4,4,4,4,7,5,5,4,4,4,4,4,4,0,0,0
139,25,3,1,6,"opponent",5,3,2,87,62,28,90,74,29,59,46,51,46,37,9,3,3,4,2,2,4,4,"HappyW",6,7,3,5,5,2,3,5,6,4,3,2,5,5,6,4,3,0,0,0
319,47,5,2,2,"opponent",2,2,4,63,28,32,47,71,22,76,53,69,34,31,19,3,2,3,2,3,3,1,"ANGW",4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0
266,42,4,2,6,"supporter",9,5,2,92,19,71,0,76,3,11,83,51,7,47,0,3,4,3,2,4,3,3,"HappyW",4,5,5,5,4,4,5,5,4,4,5,5,5,4,4,4,5,1,0,0
1317,32,2,2,6,"supporter",3,3,3,77,1,1,100,74,0,63,8,49,42,0,0,3,4,3,4,5,3,3,"ANXW",5,6,5,4,5,3,5,7,3,4,4,4,3,4,5,5,5,0,0,0
1093,70,1,2,2,"supporter",4,4,1,99,1,99,0,100,0,1,30,56,46,46,1,2,4,3,3,4,2,2,"ANGW",7,7,7,7,1,1,1,1,1,4,1,1,1,7,7,7,1,0,0,0
351,40,5,2,3,"supporter",9,7,2,99,1,99,0,100,0,0,100,0,1,50,0,1,4,1,2,4,2,1,"ControlW",6,6,6,7,1,1,2,2,4,4,4,2,1,7,7,6,1,0,0,0
305,31,4,2,6,"opponent",3,7,5,61,18,34,63,63,9,67,28,57,0,1,0,1,2,1,1,3,1,1,"HappyW",5,4,5,5,4,4,5,4,5,5,5,4,3,4,5,4,4,1,0,0
190,27,1,1,3,"supporter",9,5,2,12,7,24,15,24,7,61,37,5,24,31,12,2,3,3,2,3,3,1,"ANGW",4,4,4,5,4,5,4,4,6,4,4,4,3,3,4,5,3,0,0,0
264,44,3,2,3,"supporter",4,7,2,83,2,85,3,70,1,1,45,79,64,1,0,4,3,4,4,3,4,1,"ANGW",5,3,4,4,3,4,3,4,6,6,6,6,4,4,4,4,2,0,0,0
284,51,3,1,6,"supporter",9,6,2,77,43,79,41,57,46,55,76,67,57,75,44,4,3,3,3,5,2,3,"HappyW",4,6,6,4,5,3,4,5,6,6,6,7,6,3,3,3,6,1,0,0
346,33,1,1,4,"opponent",4,1,3,53,3,5,68,50,3,49,47,70,49,50,31,3,3,3,3,3,3,2,"ANGW",7,6,6,6,2,1,2,2,5,5,5,4,4,4,4,4,4,0,2,0
845,32,2,2,5,"opponent",7,7,4,90,5,43,31,81,9,71,79,48,34,22,5,2,4,2,1,4,2,4,"ANGW",7,5,7,6,2,2,2,2,3,4,3,5,3,6,6,6,3,0,2,0
530,44,5,2,6,"supporter",5,4,2,53,95,89,25,50,9,60,43,51,68,57,39,2,3,4,3,4,3,2,"ANXW",5,4,5,5,4,3,3,4,3,2,5,3,3,5,6,5,4,0,0,1
299,61,5,1,3,"opponent",0,3,4,99,0,1,100,100,0,99,10,87,99,0,0,3,1,1,1,1,1,1,"HappyW",7,7,7,7,1,1,1,1,1,1,1,2,1,7,7,5,1,0,0,0
257,24,3,1,5,"opponent",4,3,2,53,36,49,54,50,5,51,50,8,50,50,23,3,3,2,2,3,2,1,"ControlW",5,3,4,4,3,3,3,3,6,6,6,2,4,5,4,4,3,0,0,0
827,31,5,1,6,"opponent",2,4,4,50,6,14,50,60,4,57,50,60,31,0,0,2,3,1,2,2,1,1,"HappyW",3,6,5,1,2,3,5,2,4,4,4,4,1,2,6,4,4,2,0,0
376,61,3,2,3,"opponent",0,4,4,93,2,2,80,91,0,91,5,50,48,0,0,3,4,1,4,2,1,2,"ANXW",6,6,6,2,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
387,25,4,2,6,"opponent",2,4,4,75,0,0,58,70,0,82,37,37,72,0,0,5,1,1,1,2,1,1,"ANXW",7,5,7,1,1,1,2,2,5,3,4,2,1,6,7,2,1,0,1,2
597,34,1,1,5,"opponent",2,3,2,58,0,8,75,62,0,58,3,7,48,0,0,3,5,5,2,3,4,1,"ANGW",5,6,5,6,4,2,2,3,5,3,1,2,3,6,7,5,4,0,1,1
281,48,4,2,3,"opponent",0,5,2,98,18,22,80,97,21,84,50,5,50,51,3,3,3,1,3,3,2,1,"ControlW",6,6,6,6,1,2,2,2,4,4,4,4,4,7,6,4,1,0,0,0
356,36,4,2,6,"opponent",3,5,2,44,33,34,45,69,0,48,49,27,26,0,6,4,3,3,2,4,3,5,"HappyW",4,4,4,4,3,3,3,4,7,7,7,4,4,5,4,4,4,1,0,0
844,44,4,1,6,"supporter",5,5,4,68,57,66,68,67,60,69,52,71,68,68,67,4,4,4,4,4,4,2,"ControlW",5,5,5,5,6,6,6,6,6,5,6,6,6,6,6,6,6,0,0,0
456,63,3,1,6,"opponent",1,6,1,89,4,8,94,88,3,83,74,50,70,11,4,2,2,2,1,3,1,2,"ANXW",6,5,6,3,3,2,2,2,3,3,4,4,2,6,5,4,4,0,0,2
233,46,4,1,6,"opponent",4,6,2,100,2,1,99,100,0,23,50,88,85,2,1,5,1,5,1,3,1,1,"ControlW",7,7,7,7,1,1,1,1,1,1,1,1,1,7,7,7,1,0,0,0
295,44,1,1,3,"supporter",9,4,3,70,29,71,40,70,41,43,50,43,42,37,38,4,3,4,3,3,3,3,"HappyW",6,6,6,6,3,4,3,3,4,4,4,4,4,4,4,4,4,2,0,0
463,28,5,1,6,"supporter",9,6,5,100,0,100,0,100,0,0,100,20,0,1,0,3,4,2,2,4,1,1,"ANGW",6,6,6,4,2,2,2,2,5,5,5,4,4,4,4,4,4,0,0,2
460,71,3,2,6,"opponent",2,5,3,65,14,29,18,62,13,72,18,64,62,1,1,4,3,4,1,4,3,1,"ANXW",3,5,1,1,5,3,5,4,3,3,4,4,3,5,5,4,4,0,1,0
553,69,4,2,6,"opponent",6,7,4,99,1,1,100,99,1,49,49,48,36,1,1,3,1,1,1,4,1,1,"HappyW",6,1,7,7,2,1,1,1,4,3,5,2,1,7,7,7,1,1,0,0
345,50,2,1,3,"opponent",4,4,1,80,1,15,62,78,2,53,51,51,49,49,1,4,3,3,3,3,3,1,"HappyW",5,5,4,3,2,2,4,4,4,4,4,3,4,6,6,4,2,2,0,0
128,26,1,1,6,"supporter",9,4,2,58,47,52,63,38,52,30,47,57,63,60,60,3,2,4,4,3,3,3,"HappyW",4,4,4,5,3,4,5,5,5,3,5,3,5,4,5,4,4,0,0,0
419,40,5,2,6,"opponent",0,7,1,80,1,0,100,75,0,99,0,60,50,0,0,4,3,1,1,3,1,1,"ANXW",7,7,7,7,1,1,1,1,1,1,1,1,1,7,6,7,1,0,2,0
311,45,3,1,6,"opponent",0,5,4,86,2,2,84,78,4,91,8,85,94,4,1,4,3,1,1,3,1,3,"ANXW",3,3,2,4,2,3,4,3,5,3,4,5,1,6,6,4,4,0,1,1
221,48,2,1,6,"opponent",4,1,1,0,2,2,1,0,0,0,0,1,0,1,1,3,3,3,3,3,3,5,"ANXW",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
233,33,3,2,5,"opponent",9,6,4,100,0,30,51,100,0,0,89,8,0,67,0,5,5,2,2,5,2,1,"ANXW",5,3,4,4,1,2,2,2,4,4,4,1,2,7,5,5,3,0,1,1
361,47,3,1,4,"opponent",4,6,5,79,48,31,84,49,51,51,49,49,48,2,1,3,4,1,1,1,1,1,"ANXW",4,7,4,1,1,1,1,1,7,7,7,1,4,7,6,6,1,0,0,0
35,32,1,1,6,"supporter",9,5,1,100,0,100,0,100,0,26,83,20,50,47,1,3,3,2,2,2,2,5,"ANGW",7,7,7,6,2,2,3,2,1,1,3,2,2,7,7,5,1,0,1,1
392,58,1,1,4,"opponent",3,6,1,75,15,15,100,77,0,81,26,55,90,0,0,4,3,1,1,2,1,1,"HappyW",7,6,7,7,2,1,3,2,2,1,3,3,1,7,5,4,3,0,0,0
225,38,5,2,5,"opponent",1,5,2,70,0,42,48,83,0,69,45,78,52,0,0,5,2,1,1,1,1,1,"ANXW",6,5,7,2,6,6,6,6,2,2,2,6,2,2,1,1,6,0,0,0
425,71,1,2,3,"opponent",1,5,5,90,0,0,80,90,0,90,10,70,90,0,0,4,3,2,1,1,2,2,"ANXW",7,7,7,7,2,2,2,2,3,4,5,1,1,7,7,5,1,0,0,2
529,48,1,1,6,"opponent",7,6,1,49,0,0,100,42,0,23,60,44,47,0,0,5,5,2,1,1,1,1,"ControlW",7,7,7,7,1,1,1,1,2,2,2,1,1,7,7,6,2,0,0,0
258,30,4,2,6,"opponent",7,5,2,62,0,30,59,65,0,0,83,33,0,60,0,5,4,3,3,4,3,1,"ANGW",4,3,5,2,2,2,2,2,4,5,4,3,4,5,5,4,3,0,1,0
366,57,4,2,3,"supporter",8,6,2,94,1,93,23,93,1,17,85,22,49,66,1,4,5,3,2,4,3,1,"ANXW",6,6,6,6,3,2,2,2,4,4,3,6,2,6,5,4,4,0,0,0
330,29,3,1,5,"opponent",2,4,2,64,16,19,42,65,20,63,32,50,52,40,14,4,4,4,1,3,1,2,"HappyW",3,3,4,4,3,3,3,3,5,5,5,4,5,5,5,3,3,0,0,0
152,32,3,1,3,"opponent",5,2,2,42,45,47,46,46,37,46,47,46,53,50,0,3,3,3,3,3,3,1,"ControlW",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
344,31,3,1,6,"opponent",4,1,5,75,0,1,100,75,0,50,50,15,50,26,0,3,4,4,1,2,3,1,"ANGW",7,7,4,1,2,2,4,2,2,3,2,2,2,6,6,4,3,0,2,0
339,35,3,1,5,"opponent",4,3,1,61,15,22,69,52,17,50,50,73,36,50,14,3,3,2,3,4,2,1,"HappyW",6,4,4,4,4,5,5,6,7,7,7,4,4,4,4,4,4,2,0,0
202,25,5,2,3,"opponent",2,4,2,50,5,5,50,60,0,50,38,70,50,20,0,1,2,1,1,1,1,1,"ControlW",4,3,5,1,2,1,2,1,2,1,4,1,4,5,5,4,2,0,0,0
2082,30,4,1,3,"supporter",2,3,3,58,41,62,35,78,72,34,72,36,32,32,33,2,3,3,2,4,5,2,"HappyW",6,6,2,3,4,6,3,6,4,4,3,3,5,3,4,2,2,0,0,0
369,20,2,1,4,"opponent",0,4,2,100,0,0,50,100,0,86,24,94,95,0,0,3,3,1,1,2,1,1,"ANXW",7,6,6,5,4,4,4,4,5,4,5,4,4,4,4,4,4,0,1,1
230,32,5,1,5,"opponent",4,4,2,60,1,49,50,63,2,47,47,47,57,18,0,3,3,3,3,3,3,1,"ANGW",4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,0,1,0
302,72,3,2,6,"opponent",3,6,1,77,0,1,90,77,1,63,10,66,78,1,1,4,2,2,2,2,1,2,"ANXW",7,7,7,7,1,2,1,2,4,2,5,5,5,3,2,2,5,0,1,1
188,54,5,1,6,"supporter",0,1,3,51,34,39,43,44,58,32,40,66,43,60,59,3,3,2,3,4,3,1,"HappyW",3,3,5,5,4,3,4,5,3,3,4,3,4,7,3,5,3,1,0,0
774,32,5,1,6,"opponent",4,5,2,53,13,19,45,45,10,38,51,41,12,17,0,3,4,3,1,2,2,5,"ANXW",5,3,3,4,4,3,4,4,5,5,5,4,3,4,4,4,4,0,0,1
339,52,4,2,3,"opponent",3,7,4,84,37,41,92,83,32,79,68,93,65,11,4,4,1,1,1,1,1,2,"ControlW",6,6,6,6,5,5,5,5,4,5,4,5,3,6,4,5,5,0,0,0
259,33,5,2,6,"opponent",9,5,4,100,0,0,100,100,5,100,100,100,0,0,5,2,1,3,5,2,1,1,"ANXW",7,7,7,6,1,1,1,1,7,7,1,1,1,7,7,7,1,0,1,0
288,37,2,1,3,"opponent",4,4,4,47,0,3,23,20,0,50,33,20,26,0,0,3,3,2,3,3,2,1,"ANXW",6,7,7,4,2,1,3,3,3,3,4,5,4,5,4,5,4,0,1,1
406,32,5,1,6,"supporter",8,5,1,78,5,79,3,81,5,10,87,5,9,89,54,3,4,2,3,4,1,1,"ANXW",6,5,5,4,2,2,2,2,4,2,4,2,2,7,6,5,1,0,0,2
