"duration","age","gender","edu","pre_emotion_good","pre_emotion_happy","pre_emotion_tired","pre_emotion_tense","pids_1","pids_2","pids_3","pids_4","ideology","interest","attention_check","sam","ft_inparty_supporter","ft_outparty_supporter","ft_inparty","ft_outparty","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_nationalist","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3","trait_4R","trait_5R","trait_6R","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","condition","ideology_cat"
687,51,0,5,6,5,6,6,6,6,7,5,3,3,2,7,62,0,74,0,75,41,10,34,81,7,4,5,5,4,4,4,4,3,2,6,2,3,4,5,4,5,3,2,1,"HappyQ","left"
701,70,0,4,7,7,7,7,4,1,3,4,6,4,2,7,67,0,68,0,50,43,69,56,42,4,5,5,5,6,6,6,5,4,5,4,4,2,5,2,2,4,3,1,1,"ControlP","right"
858,73,0,8,6,5,5,4,6,6,6,4,8,6,2,7,85,5,80,10,20,75,40,40,70,4,3,5,3,4,3,4,3,2,3,6,5,4,5,4,2,3,1,1,1,"ControlW","right"
725,69,0,9,6,6,5,6,3,3,2,3,8,6,2,7,75,10,75,10,25,75,70,40,30,3,3,4,3,4,3,4,5,3,3,4,3,4,2,3,3,2,3,2,1,"ControlQ","right"
600,65,0,4,4,4,5,6,2,2,3,2,4,6,2,7,76,0,81,8,60,41,72,30,52,2,3,4,2,5,4,4,5,3,3,6,5,5,1,1,1,2,2,1,1,"ControlP","left"
1254,55,1,5,7,7,6,7,5,5,4,4,6,4,2,8,65,42,65,21,41,65,60,75,72,4,4,4,5,5,5,5,4,4,4,4,4,3,2,1,1,1,1,1,2,"HappyW","right"
730,59,0,8,6,6,6,6,3,3,4,4,3,5,2,7,59,6,67,0,58,33,63,62,35,2,4,3,3,3,3,2,4,3,4,3,3,4,2,2,2,1,3,2,2,"HappyP","left"
425,70,1,7,4,5,4,3,4,4,4,4,6,5,2,5,72,8,70,9,46,58,67,51,51,4,4,3,4,4,4,4,4,4,4,4,4,4,2,1,1,2,3,2,2,"HappyW","right"
295,65,0,5,5,5,5,4,4,4,4,4,6,4,2,7,64,3,65,2,25,63,61,35,57,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,"ControlQ","right"
424,51,0,5,4,4,4,4,4,4,4,4,6,4,2,5,51,51,51,51,51,51,51,51,51,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"HappyQ","right"
466,58,0,6,6,6,4,6,5,4,4,3,7,6,2,8,71,20,70,19,40,51,62,62,40,6,4,6,4,6,6,6,5,4,5,5,4,3,1,2,1,4,3,1,1,"HappyP","right"
460,85,1,9,6,5,6,6,5,4,6,6,3,7,2,7,69,3,93,2,81,35,53,44,59,6,6,6,6,4,3,4,4,3,6,4,2,4,1,1,1,1,1,1,2,"ControlW","left"
674,66,0,8,7,6,6,6,6,5,5,4,8,6,2,8,100,1,93,0,22,82,0,58,86,2,2,2,3,5,5,5,3,2,3,7,2,6,5,4,2,3,4,2,1,"ControlW","right"
419,61,1,3,6,6,6,6,6,5,5,4,2,5,6,8,58,38,68,35,63,43,62,68,46,5,5,5,5,4,4,4,5,4,5,5,5,2,2,1,2,1,3,1,3,"HappyP","left"
303,36,1,8,6,2,6,2,4,4,4,4,4,4,2,9,61,6,75,12,79,45,52,54,56,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"HappyW","left"
1789,67,0,4,5,6,4,6,7,7,7,6,8,6,2,7,100,0,100,0,18,100,17,81,85,2,2,2,2,1,3,2,4,2,2,2,4,5,5,5,3,4,5,3,4,"ControlP","right"
483,55,0,8,5,5,4,5,5,5,7,7,7,7,2,7,96,3,97,2,29,70,2,37,97,4,4,4,4,6,6,6,3,1,3,7,4,4,5,3,5,4,4,3,1,"ControlQ","right"
372,54,0,5,5,5,5,5,5,4,4,4,7,4,3,5,63,0,65,0,31,65,44,26,57,4,4,3,3,4,3,4,5,5,4,5,3,3,4,3,4,2,3,1,1,"ControlP","right"
808,66,1,3,6,7,6,6,5,5,5,4,4,4,2,8,80,10,81,10,70,55,65,60,51,4,5,4,3,5,5,5,3,3,3,3,3,3,4,2,1,3,4,1,2,"ControlP","left"
390,74,1,4,6,6,6,6,6,5,6,4,2,3,2,8,91,0,90,0,82,20,19,60,73,2,2,2,2,4,4,4,4,1,3,5,5,4,2,1,1,1,1,1,1,"HappyP","left"
498,72,0,8,5,6,3,5,3,3,4,1,3,4,2,7,69,0,70,0,51,0,61,71,0,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,2,3,3,1,"ControlW","left"
509,66,0,8,7,3,7,7,6,3,6,2,7,5,2,7,92,1,93,0,71,71,9,91,50,5,5,4,4,4,4,4,5,6,5,4,3,3,4,5,2,2,2,1,1,"ControlP","right"
844,71,0,2,7,7,6,6,5,4,4,5,4,6,2,8,66,19,65,17,65,30,54,67,38,5,5,5,4,7,7,7,4,5,4,5,4,3,4,2,3,2,3,2,1,"ControlW","left"
219,49,0,3,6,6,6,5,6,7,6,6,9,5,2,7,97,84,81,90,68,86,75,88,69,5,6,6,6,6,6,5,5,6,7,7,6,6,5,4,3,4,4,4,4,"HappyQ","right"
730,20,1,6,6,6,6,6,6,5,7,5,3,5,2,8,80,60,80,60,80,70,80,80,60,6,6,6,6,6,5,6,4,4,4,4,4,4,2,1,3,1,1,2,1,"HappyQ","left"
586,71,0,5,6,6,6,6,5,5,5,4,7,6,2,8,88,0,90,0,22,59,62,36,0,4,5,3,4,4,5,5,5,3,5,5,4,4,2,4,4,4,4,1,1,"HappyW","right"
349,56,1,3,4,4,5,6,4,4,4,4,1,1,2,5,100,6,99,5,51,20,4,5,0,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,1,1,"ControlQ","left"
486,53,0,7,6,6,6,7,1,1,1,1,4,6,2,7,51,51,51,51,51,51,51,51,51,4,4,4,4,7,7,7,4,4,4,4,4,4,3,1,1,2,1,1,1,"HappyP","left"
639,73,0,8,6,6,6,2,4,4,4,1,7,6,2,7,71,45,71,8,51,61,67,51,51,4,4,4,4,6,6,6,4,4,4,4,3,3,3,1,3,4,3,1,5,"HappyQ","right"
411,65,0,5,7,7,7,7,4,4,4,4,8,4,2,8,73,42,79,16,51,65,51,69,51,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,2,1,"ControlW","right"
658,70,1,4,7,7,7,7,4,4,4,4,2,6,2,7,80,0,68,0,80,59,57,23,68,1,3,4,3,4,4,4,4,4,4,4,4,4,5,4,1,5,5,1,1,"HappyP","left"
1094,76,0,8,7,6,6,7,3,1,1,1,3,6,2,8,80,0,85,0,65,40,75,75,0,6,6,6,6,7,7,7,4,2,6,4,5,2,2,1,1,2,1,1,1,"HappyQ","left"
562,72,0,5,6,6,5,2,5,5,5,4,7,5,2,7,76,0,86,0,35,75,57,69,41,3,3,2,4,5,5,5,4,3,3,5,5,4,2,1,1,1,2,2,4,"ControlP","right"
637,63,1,7,7,1,1,1,5,5,4,4,7,3,2,7,85,26,84,4,52,69,81,29,28,5,4,6,6,5,6,6,5,3,5,5,4,3,4,3,1,4,4,1,2,"ControlW","right"
1920,51,0,9,5,5,6,6,5,5,4,6,7,7,2,6,70,0,91,0,60,71,40,30,70,5,5,6,4,3,2,4,4,5,5,7,3,2,2,2,1,1,1,1,1,"ControlP","right"
742,84,1,4,7,7,7,7,5,4,4,3,6,5,2,8,85,25,89,25,41,68,71,60,62,6,6,6,5,6,6,6,5,3,6,4,4,3,3,2,2,2,2,2,1,"ControlQ","right"
1085,63,1,6,6,6,6,5,3,3,4,4,6,3,2,7,68,35,69,35,59,61,50,58,59,3,4,4,4,6,6,6,4,5,4,4,4,4,4,3,2,3,4,1,1,"ControlQ","right"
460,58,0,3,3,3,2,6,5,5,5,5,3,4,2,4,77,25,75,13,66,37,64,58,33,3,3,3,3,5,6,5,4,3,4,5,4,5,4,4,4,4,4,4,2,"ControlP","left"
344,20,1,8,6,6,4,5,2,2,4,2,6,3,2,7,67,10,75,0,57,60,56,72,7,5,5,5,4,7,7,7,7,7,7,3,1,2,1,1,1,1,1,1,2,"ControlQ","right"
404,63,0,3,4,5,3,5,6,6,7,5,2,6,2,5,100,44,86,31,76,32,67,61,59,5,4,5,5,5,3,5,5,3,5,5,7,5,4,2,2,1,3,2,2,"HappyQ","left"
296,52,0,7,7,7,7,7,5,6,6,4,7,5,2,9,100,0,100,6,1,100,57,55,70,3,3,3,3,1,1,1,3,3,3,3,2,2,3,3,3,3,3,2,1,"HappyP","right"
281,33,0,7,7,3,5,2,4,4,4,6,10,5,4,7,51,85,51,51,51,51,61,61,51,6,6,3,6,4,4,4,5,4,4,5,4,5,4,5,3,2,2,2,1,"HappyW","right"
503,57,0,8,5,6,6,5,6,5,4,4,7,5,2,7,83,51,83,11,41,70,57,38,29,4,5,6,4,6,7,7,6,4,5,5,5,3,5,3,3,4,3,2,1,"ControlW","right"
265,24,0,9,4,4,3,3,4,3,4,2,7,6,2,5,60,51,60,39,52,52,52,53,47,4,5,5,4,4,4,4,4,4,4,4,4,4,2,1,1,2,2,2,1,"ControlW","right"
2280,59,0,5,6,6,5,5,1,1,4,1,6,4,1,7,72,0,82,0,60,61,30,22,40,4,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,4,2,4,"HappyQ","right"
500,64,1,3,4,4,4,3,3,4,4,5,3,4,2,3,83,0,85,0,61,29,83,70,30,4,4,3,4,2,2,2,4,1,4,5,6,5,1,1,1,1,1,1,1,"ControlP","left"
620,70,0,5,3,3,4,2,5,5,5,5,3,6,2,3,62,10,94,11,62,35,53,51,32,3,2,4,4,4,4,4,4,4,4,5,5,3,4,2,3,2,3,1,1,"HappyQ","left"
759,58,1,5,6,7,5,7,5,5,6,5,1,5,2,8,80,10,90,0,65,27,80,41,0,4,2,5,4,6,6,6,5,3,5,2,4,3,4,3,2,2,5,2,1,"HappyW","left"
461,54,0,8,7,6,6,7,6,2,6,6,3,6,2,7,63,0,39,0,82,39,72,73,21,6,5,6,3,2,5,5,6,3,6,5,5,2,1,1,2,1,1,1,1,"HappyQ","left"
441,52,0,9,5,6,5,5,5,5,4,4,7,7,2,7,94,30,88,12,54,54,55,39,47,4,4,4,4,5,5,5,4,4,5,4,4,3,2,3,2,1,1,2,1,"ControlP","right"
715,72,1,8,6,6,5,5,6,6,6,4,2,6,2,7,75,7,70,8,77,23,84,84,10,2,1,2,2,6,7,6,4,2,3,2,6,4,3,3,1,1,4,1,2,"ControlQ","left"
555,64,0,2,5,3,5,4,7,7,7,7,10,7,2,5,100,0,100,0,36,100,0,96,0,4,4,4,4,6,6,6,1,1,2,1,1,5,5,5,2,5,5,2,1,"ControlQ","right"
584,77,0,7,7,7,7,7,5,5,5,1,8,4,2,9,92,0,91,0,40,79,78,83,75,5,2,5,2,5,5,5,6,2,5,7,5,4,1,2,2,4,2,1,1,"HappyP","right"
507,51,0,8,6,6,7,5,3,5,4,3,8,4,2,7,75,29,90,43,16,73,57,10,38,4,4,4,6,4,4,4,5,3,3,5,4,4,4,3,2,2,3,2,1,"ControlW","right"
464,69,0,9,5,4,5,4,5,3,5,5,2,5,2,6,76,23,77,11,81,46,55,80,45,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,3,3,2,1,"HappyW","left"
655,69,0,9,6,5,6,6,5,4,4,2,6,7,2,8,85,12,83,11,34,57,69,60,41,2,3,2,2,4,6,6,4,2,4,6,6,3,4,2,2,2,4,1,1,"ControlP","right"
636,72,1,8,7,6,6,7,5,5,5,4,8,7,2,7,83,3,89,6,40,52,59,83,27,2,3,3,3,4,7,7,2,2,4,5,4,1,3,4,2,3,3,1,1,"HappyQ","right"
666,55,0,7,4,3,1,4,7,2,7,2,3,6,2,4,76,0,80,0,89,15,50,30,0,4,6,4,6,3,5,3,4,2,4,2,6,2,1,1,1,1,1,1,1,"ControlQ","left"
278,59,0,8,7,7,7,7,7,7,7,7,9,7,4,9,92,71,83,78,80,69,70,82,79,7,6,7,6,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,3,"ControlP","right"
464,64,1,4,7,7,7,7,4,4,4,4,2,2,2,9,61,0,82,0,70,0,70,42,61,4,4,4,4,2,1,1,2,1,4,5,6,4,1,1,1,1,1,1,1,"HappyW","left"
726,70,1,8,6,5,2,4,5,4,5,5,6,5,2,5,75,0,76,0,30,65,64,40,0,1,4,4,4,4,4,4,5,4,4,6,4,4,4,4,3,4,4,2,3,"HappyP","right"
506,67,1,5,4,4,4,4,4,4,4,4,7,6,2,5,90,0,100,0,33,90,33,51,51,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,1,1,1,"HappyP","right"
1287,66,1,5,7,7,7,7,6,5,5,2,3,3,6,9,75,51,75,46,64,51,63,72,51,5,4,5,5,6,6,6,5,5,4,4,4,4,4,2,4,4,4,4,1,"HappyW","left"
529,57,1,6,6,6,6,6,5,4,5,4,7,4,2,7,71,8,71,9,51,70,62,64,64,5,5,5,5,4,3,4,5,4,4,4,4,3,3,1,2,4,2,2,2,"ControlQ","right"
986,72,1,8,7,7,7,7,6,6,6,2,1,7,2,7,82,31,91,31,75,52,87,89,40,5,5,6,5,5,5,5,5,3,5,3,4,2,4,1,4,4,2,4,1,"HappyQ","left"
399,61,1,4,7,7,7,7,4,4,4,4,8,6,2,7,87,39,95,31,45,56,60,44,54,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,"HappyW","right"
275,24,1,9,7,7,6,7,5,4,5,5,4,4,2,9,83,5,82,5,82,33,82,66,43,3,4,3,5,3,3,5,5,5,3,5,5,4,3,2,2,2,2,2,1,"HappyP","left"
616,64,0,8,6,6,7,7,2,2,2,2,4,6,2,8,72,0,72,0,58,32,61,73,20,3,3,4,4,3,3,4,4,3,4,5,4,4,3,1,1,1,1,1,1,"ControlP","left"
496,58,0,5,6,6,5,6,1,1,4,1,4,2,2,7,85,0,83,0,60,15,41,64,18,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,"HappyQ","left"
763,71,1,8,6,6,5,7,5,4,5,2,3,6,2,8,100,15,100,0,80,40,70,100,30,5,5,6,4,4,4,4,4,2,6,2,4,2,2,1,2,1,2,2,1,"ControlW","left"
294,69,0,4,4,4,5,6,5,4,5,4,7,4,2,7,73,40,72,40,61,73,61,39,63,5,5,4,3,4,4,3,5,3,4,3,5,3,3,4,3,4,3,2,1,"ControlW","right"
369,45,0,5,7,7,5,7,4,4,4,2,7,4,2,9,82,10,89,22,51,51,51,36,51,6,6,6,6,7,7,7,4,4,4,4,4,4,2,1,1,3,1,1,1,"ControlP","right"
886,65,0,3,6,6,6,6,4,5,4,4,2,4,6,8,88,0,88,0,72,64,36,73,56,2,2,3,3,4,4,4,2,1,2,1,5,6,5,4,5,5,4,1,1,"ControlQ","left"
566,68,0,8,5,6,7,7,5,6,7,4,1,4,2,8,70,0,70,0,81,0,40,48,70,2,2,4,3,4,4,4,2,3,2,4,1,3,4,3,2,4,3,2,1,"ControlW","left"
280,31,1,8,6,6,6,6,5,5,5,5,9,7,2,7,100,8,100,9,1,69,51,23,9,2,2,2,2,6,6,6,5,2,2,4,5,5,4,4,3,4,4,3,1,"HappyW","right"
727,48,0,7,4,3,3,3,7,6,7,7,0,5,2,4,95,15,95,0,95,40,70,75,40,4,4,5,5,2,3,3,4,3,5,5,6,3,1,1,1,1,1,1,1,"HappyP","left"
483,66,0,9,6,6,6,7,5,5,5,5,8,6,2,8,80,10,90,10,40,80,40,40,80,4,4,5,3,6,5,5,5,3,3,5,5,4,2,1,1,4,1,1,1,"HappyW","right"
1473,70,1,5,7,7,7,7,2,2,4,4,2,5,2,5,45,4,50,7,58,17,70,65,32,6,4,5,5,6,5,6,4,6,6,4,2,2,2,2,2,2,4,2,4,"ControlW","left"
708,72,0,8,7,7,7,7,3,4,4,4,4,4,2,7,79,0,91,0,76,4,61,72,0,5,5,5,5,3,2,2,4,2,4,5,4,4,4,3,2,1,1,1,3,"ControlQ","left"
392,47,1,3,4,4,4,4,5,5,5,5,2,4,2,6,100,0,92,0,86,20,65,51,51,4,4,4,4,4,4,6,4,4,4,4,4,4,4,2,4,3,4,3,1,"ControlW","left"
421,52,0,8,6,6,5,4,5,6,6,5,8,5,2,7,78,0,85,0,25,74,28,40,47,3,2,4,2,4,3,4,3,2,3,1,3,2,1,2,1,1,1,1,1,"ControlQ","right"
894,64,0,8,5,5,6,6,3,3,1,1,3,6,2,7,60,10,50,0,60,50,50,50,30,4,4,4,4,6,6,6,4,4,4,4,4,4,3,4,2,1,3,2,1,"HappyQ","left"
847,61,0,6,6,6,6,6,5,4,4,4,8,4,2,6,71,0,80,0,31,67,20,71,71,4,4,4,4,5,5,5,6,6,4,4,4,4,5,4,2,1,3,1,1,"ControlQ","right"
413,54,1,8,4,4,3,4,4,4,4,3,4,3,2,6,64,5,52,26,51,44,66,43,42,4,4,4,4,4,4,4,5,5,5,3,3,3,2,1,2,1,1,1,1,"HappyP","left"
1193,73,0,8,6,6,6,6,5,4,4,1,6,6,2,8,60,0,80,0,40,59,16,43,11,3,4,3,2,4,4,4,4,1,3,5,5,2,4,3,1,4,4,1,1,"HappyQ","right"
563,62,1,4,5,5,2,4,4,4,4,4,8,3,6,7,73,19,62,18,30,53,19,32,19,3,3,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,4,3,1,"ControlP","right"
906,61,0,7,3,4,5,5,5,5,5,5,7,6,2,5,82,0,83,0,41,72,36,74,76,4,4,4,4,7,7,7,4,3,4,5,4,2,5,4,2,3,4,2,1,"ControlP","right"
753,66,1,5,6,5,5,7,6,6,6,5,1,5,2,5,90,0,90,0,80,20,90,80,30,4,3,3,3,4,4,4,5,3,4,5,5,5,2,2,2,4,2,2,3,"ControlW","left"
731,67,0,4,7,6,7,7,6,6,7,1,2,7,3,5,100,0,100,0,100,0,100,100,0,3,2,3,3,2,4,4,4,3,5,7,7,6,1,1,1,4,3,1,1,"HappyP","left"
658,71,0,5,7,7,7,7,4,4,4,4,7,2,2,8,73,51,61,9,51,62,51,44,37,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,2,4,3,1,"ControlQ","right"
288,56,1,8,7,7,4,7,3,3,3,3,7,5,2,9,75,25,30,40,77,78,78,74,65,4,6,6,5,5,5,5,5,5,5,2,2,2,1,2,2,1,1,2,2,"ControlW","right"
1314,61,0,9,6,6,5,7,5,5,5,3,7,6,2,8,60,49,75,52,41,71,75,56,13,5,5,5,4,6,6,6,3,5,5,3,4,3,2,1,1,1,2,1,1,"HappyQ","right"
372,62,0,5,7,6,7,7,6,6,6,6,2,4,2,7,90,10,92,8,86,30,79,81,20,5,5,5,5,6,6,6,5,4,6,3,3,3,2,1,3,1,1,3,1,"ControlP","left"
1213,75,0,4,7,7,6,7,5,4,5,5,8,6,1,7,80,21,87,21,24,71,37,45,72,2,2,4,3,3,3,4,4,2,3,2,5,4,4,3,4,4,5,3,3,"HappyQ","right"
384,62,0,9,7,7,7,7,5,4,4,4,2,4,2,8,90,0,90,0,10,10,70,0,0,4,4,4,4,4,4,4,4,2,4,5,6,4,1,1,1,1,1,1,1,"ControlQ","left"
535,64,1,8,2,6,2,3,6,5,7,4,0,7,5,9,100,0,100,0,96,9,81,100,54,1,1,3,4,4,4,4,4,1,2,6,7,4,3,1,3,1,3,2,3,"HappyP","left"
286,35,0,7,7,7,7,7,6,6,7,4,8,6,2,8,82,0,84,6,11,75,32,38,85,5,6,6,6,6,6,6,4,6,4,5,2,3,4,3,1,4,1,1,1,"HappyQ","right"
571,61,0,6,4,5,4,3,6,4,5,5,7,6,2,7,67,41,86,20,49,52,50,41,41,5,5,6,5,5,5,5,5,5,5,4,4,2,3,3,3,2,2,1,1,"ControlP","right"
404,52,0,5,4,4,5,4,5,4,4,4,7,3,2,5,53,0,55,0,0,60,0,58,58,4,6,4,2,4,4,4,6,5,6,2,2,2,3,5,1,1,3,1,1,"ControlQ","right"
239,23,1,5,5,5,2,5,5,4,5,5,7,5,2,7,75,15,79,27,32,70,25,41,60,5,5,5,5,4,3,5,5,5,5,6,3,5,3,2,3,4,4,4,1,"ControlP","right"
510,66,0,5,7,7,7,7,4,4,4,1,4,1,2,1,59,0,36,3,46,64,45,61,30,4,4,6,4,4,4,4,4,4,4,4,2,2,4,3,1,1,2,1,1,"HappyP","left"
281,22,0,5,5,5,5,5,4,4,4,4,6,1,2,5,74,30,76,31,32,73,51,51,51,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,4,3,1,"ControlP","right"
588,71,0,5,7,7,6,7,6,6,6,4,8,6,2,9,88,0,87,0,75,85,76,81,0,4,3,6,5,7,7,7,5,3,4,6,6,3,5,4,4,3,4,4,1,"HappyP","right"
546,59,0,6,7,6,5,6,6,5,6,5,9,4,6,7,87,14,87,0,19,86,31,17,92,3,2,4,2,4,5,5,2,4,4,5,6,3,5,5,2,4,4,1,1,"ControlW","right"
889,68,0,3,7,7,7,7,5,5,6,4,8,4,2,9,81,0,75,0,29,70,60,40,10,6,5,6,5,6,3,4,6,3,6,4,6,3,4,3,2,1,3,1,1,"HappyQ","right"
815,30,1,8,6,6,6,6,2,1,4,3,6,4,2,8,86,9,79,17,55,36,69,69,21,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,2,2,1,"HappyP","right"
632,62,1,8,6,6,6,4,4,4,3,4,3,5,2,8,62,47,69,41,69,51,61,52,48,4,4,4,4,6,6,6,4,4,4,4,4,4,2,1,2,1,1,2,2,"HappyW","left"
525,68,0,5,6,6,5,6,4,4,4,4,6,4,4,8,42,0,41,0,46,42,26,82,43,4,3,4,2,5,5,5,5,3,4,5,4,4,4,4,3,2,4,2,2,"ControlP","right"
370,43,0,5,6,6,6,6,6,6,6,6,8,3,1,7,65,45,63,38,63,64,62,30,30,5,5,6,5,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,"HappyQ","right"
229,30,0,5,2,3,2,6,5,4,5,4,7,6,2,7,38,65,69,71,77,39,38,65,67,2,3,4,5,5,5,6,4,5,3,5,5,4,4,3,4,3,3,3,1,"HappyW","right"
448,56,1,6,6,6,7,6,4,4,4,4,6,3,2,7,96,7,83,12,38,54,51,52,48,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,3,1,2,"ControlQ","right"
501,57,1,8,5,5,4,6,5,5,7,5,2,6,2,5,91,0,90,0,88,0,72,88,22,2,2,3,2,3,3,3,4,2,2,5,6,5,1,1,1,1,1,1,2,"ControlW","left"
1059,71,1,4,7,7,7,7,5,5,5,1,3,4,2,9,87,11,90,10,85,30,80,30,10,6,6,6,6,4,4,4,4,3,4,4,5,4,2,1,1,2,1,1,1,"ControlW","left"
1064,60,0,4,4,3,2,3,5,4,4,4,7,4,2,5,55,0,70,0,29,60,40,30,60,4,4,4,4,4,4,4,4,3,4,5,5,4,4,4,3,3,4,2,1,"ControlQ","right"
534,58,0,8,6,6,6,7,7,6,7,3,0,6,2,8,69,0,100,0,100,0,68,100,0,2,2,2,3,4,4,4,3,1,3,5,4,5,1,1,1,1,4,1,2,"ControlW","left"
372,46,0,3,6,6,2,5,5,4,5,5,6,3,2,7,79,0,64,1,9,79,66,8,67,5,5,5,3,6,6,6,5,4,5,4,4,4,4,3,3,4,2,1,2,"HappyQ","right"
1030,37,0,8,4,4,1,3,6,6,6,6,2,5,2,6,100,0,100,0,100,80,90,75,40,6,6,6,6,7,7,7,6,6,6,1,1,1,1,1,1,1,2,1,1,"ControlQ","left"
470,47,0,9,6,6,6,5,1,1,1,1,8,4,2,9,75,0,80,10,18,70,50,0,24,4,4,4,4,6,6,6,4,4,4,4,4,4,2,2,1,1,3,1,3,"HappyP","right"
446,47,1,8,5,4,5,5,4,5,5,3,3,4,2,5,70,15,70,5,75,25,60,75,30,3,3,4,2,3,5,5,4,2,3,6,6,5,3,2,4,1,4,3,1,"ControlQ","left"
425,20,1,7,4,4,5,3,2,2,4,5,1,7,2,6,72,75,76,6,85,85,73,79,61,4,4,6,4,6,6,6,4,5,4,4,4,4,3,1,3,2,3,2,1,"ControlP","left"
442,66,1,8,7,7,7,7,6,6,6,1,8,6,2,9,90,0,75,0,40,91,63,75,62,5,3,4,6,6,6,6,4,3,4,5,4,4,4,4,2,2,3,1,1,"HappyP","right"
523,50,0,8,7,7,7,7,6,1,1,2,8,6,2,7,100,0,100,0,43,65,28,11,0,4,4,4,4,4,4,4,4,3,4,5,4,4,4,5,1,3,3,2,2,"ControlQ","right"
695,24,0,8,6,6,6,6,6,5,6,5,8,6,2,7,81,79,81,80,77,78,80,78,78,6,6,6,6,6,5,5,5,6,5,6,5,6,4,4,4,4,4,4,1,"HappyW","right"
473,44,0,5,5,5,3,4,6,6,7,7,10,7,2,7,100,0,100,0,11,99,47,12,71,1,1,1,1,3,3,3,1,1,1,6,6,4,5,5,1,5,5,1,5,"ControlW","right"
283,72,0,8,5,6,5,6,4,4,4,4,7,4,2,7,83,6,82,6,35,72,51,20,64,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,1,"ControlP","right"
566,59,0,6,5,5,3,5,2,2,4,4,4,3,2,7,58,10,70,1,60,61,51,38,51,5,5,5,5,4,4,4,4,4,4,4,4,4,3,2,4,4,2,3,1,"HappyQ","left"
531,42,0,5,6,7,6,7,5,5,4,4,8,6,3,7,88,79,75,73,87,77,83,85,79,5,5,4,5,6,5,5,4,5,5,4,4,5,3,3,2,4,4,3,1,"ControlW","right"
208,23,0,7,5,7,7,7,6,5,6,5,9,6,4,7,35,66,32,58,27,98,50,6,35,5,5,6,6,6,6,6,6,6,6,6,6,6,4,5,4,5,4,4,2,"HappyQ","right"
376,74,1,8,4,4,4,4,4,3,5,4,3,5,2,5,80,1,83,0,58,37,43,81,34,4,4,4,4,4,4,4,4,3,5,4,4,2,2,2,1,1,1,1,1,"ControlQ","left"
691,68,1,5,5,5,6,5,4,4,4,4,7,3,2,7,73,45,67,53,38,68,52,69,59,5,4,4,3,4,5,5,4,4,4,5,4,4,3,4,2,3,4,1,2,"ControlP","right"
296,67,1,2,4,4,4,4,4,4,4,4,7,4,2,7,51,34,51,51,51,49,51,44,51,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,"HappyW","right"
770,91,0,8,7,7,7,7,5,5,5,5,6,5,2,9,76,2,71,3,19,61,12,51,51,4,4,4,3,7,6,7,3,4,4,4,4,4,4,4,2,4,4,2,1,"HappyP","right"
802,51,1,3,7,7,3,6,4,1,1,4,0,1,3,7,81,31,100,28,90,45,70,46,43,4,4,4,4,4,4,4,4,3,6,4,4,2,3,2,2,4,3,1,1,"ControlW","left"
438,58,0,8,6,6,7,7,5,4,5,1,8,2,2,8,60,0,60,0,41,61,61,50,30,6,6,6,5,6,6,6,6,5,5,5,2,2,3,2,2,2,1,2,3,"ControlQ","right"
342,51,0,5,7,7,7,7,4,4,4,4,7,6,2,8,64,45,59,46,51,57,54,55,53,3,3,4,4,5,5,4,5,4,5,3,3,3,2,2,2,2,2,2,1,"HappyW","right"
390,53,1,8,2,4,1,3,6,4,7,4,9,5,2,3,94,0,86,0,5,82,30,54,73,1,2,4,2,5,5,4,5,6,2,7,7,5,5,4,3,5,4,2,1,"HappyQ","right"
634,64,1,4,3,3,5,3,4,4,4,2,6,6,2,3,73,0,72,11,51,29,35,28,10,5,5,5,5,4,4,4,4,5,6,2,3,4,3,1,1,1,2,1,1,"HappyQ","right"
